Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	@ Phoenix	L 96–107 (OT)	Brandon Roy , Rudy Fernández (20)	Joel Przybilla (9)	Brandon Roy , Travis Outlaw , Sergio Rodríguez (4)	US Airways Center 18,422	1–2
4	November 5	@ Utah	L 96–103 (OT)	Brandon Roy , LaMarcus Aldridge (18)	Joel Przybilla (16)	Brandon Roy (6)	EnergySolutions Arena 19,911	1–3
5	November 6	Houston	W 101–99 (OT)	LaMarcus Aldridge (27)	Travis Outlaw (13)	Steve Blake (8)	Rose Garden 20,611	2–3
6	November 8	Minnesota	W 97–93 (OT)	LaMarcus Aldridge , Brandon Roy (24)	LaMarcus Aldridge (13)	Brandon Roy (9)	Rose Garden 20,599	3–3
7	November 10	@ Orlando	W 106–99 (OT)	Brandon Roy (27)	LaMarcus Aldridge (11)	Steve Blake , Brandon Roy , Sergio Rodríguez (4)	Amway Arena 14,210	4–3
8	November 12	@ Miami	W 104–96 (OT)	Rudy Fernández (25)	Joel Przybilla (10)	Sergio Rodríguez (5)	American Airlines Arena 15,021	5–3
9	November 14	@ New Orleans	L 82–87 (OT)	Brandon Roy (21)	Greg Oden (11)	Sergio Rodríguez (7)	New Orleans Arena 16,071	5–4
10	November 15	@ Minnesota	W 88–83 (OT)	Brandon Roy (24)	Greg Oden , Joel Przybilla (8)	Brandon Roy (6)	Target Center 12,213	6–4
11	November 18	@ Golden State	L 106–111 (OT)	Brandon Roy , Greg Oden (22)	Greg Oden (10)	Brandon Roy (9)	Oracle Arena 18,284	6–5
12	November 19	Chicago	W 116–74 (OT)	Brandon Roy (20)	Greg Oden (10)	Sergio Rodríguez (9)	Rose Garden 20,599	7–5
13	November 21	@ Sacramento	W 117–96 (OT)	Steve Blake (20)	Joel Przybilla (10)	Steve Blake (5)	ARCO Arena 12,056	8–5
14	November 22	@ Phoenix	L 92–102 (OT)	Brandon Roy (26)	Channing Frye , Joel Przybilla (8)	Steve Blake (5)	US Airways Center 18,422	8–6
15	November 24	Sacramento	W 91–90 (OT)	Brandon Roy (28)	Joel Przybilla (12)	Steve Blake (5)	Rose Garden 20,467	9–6
16	November 26	Miami	W 106–68 (OT)	Channing Frye (17)	Greg Oden (10)	Sergio Rodríguez (11)	Rose Garden 20,528	10–6
17	November 28	New Orleans	W 101–86 (OT)	Brandon Roy (25)	Greg Oden (8)	Brandon Roy (10)	Rose Garden 20,638	11–6
18	November 30	@ Detroit	W 96–85 (OT)	LaMarcus Aldridge (27)	Greg Oden (13)	Steve Blake (7)	The Palace of Auburn Hills 22,076	12–6
