Driver	Constructor	Laps	Time/Retired	Grid
Eddie Irvine	Ferrari	57	1:35:01.659	6
Heinz-Harald Frentzen	Jordan - Mugen-Honda	57	+1.027	5
Ralf Schumacher	Williams - Supertec	57	+7.012	8
Giancarlo Fisichella	Benetton - Playlife	57	+33.418	7
Rubens Barrichello	Stewart - Ford	57	+54.698	4
Pedro de la Rosa	Arrows	57	+1:24.317	18
Toranosuke Takagi	Arrows	57	+1:26.288	17
Michael Schumacher	Ferrari	56	+1 Lap	3
Ricardo Zonta	BAR - Supertec	48	Gearbox	19
Luca Badoer	Minardi - Ford	42	Gearbox	21
Alexander Wurz	Benetton - Playlife	28	Suspension	10
Pedro Diniz	Sauber - Petronas	27	Transmission	14
Marc Gené	Minardi - Ford	25	Collision	22
Jarno Trulli	Prost - Peugeot	25	Collision	12
Olivier Panis	Prost - Peugeot	23	Wheel	20
Mika Häkkinen	McLaren - Mercedes	21	Throttle	1
Alessandro Zanardi	Williams - Supertec	20	Spun off	15
David Coulthard	McLaren - Mercedes	13	Hydraulics	2
Jacques Villeneuve	BAR - Supertec	13	Wing failure	11
Damon Hill	Jordan - Mugen-Honda	0	Collision	9
Jean Alesi	Sauber - Petronas	0	Gearbox	16
Johnny Herbert	Stewart - Ford	0	Fire before start/ non-restarter	13
