The Kennel Club (UK) Toy Group	Canadian Kennel Club Toy Dogs Group	American Kennel Club Toy Group	Australian National Kennel Council Toy Dogs Group	New Zealand Kennel Club Toy Group
Affenpinscher	Affenpinscher	Affenpinscher	Affenpinscher	Affenpinscher
Australian Silky Terrier	Silky Terrier	Silky Terrier	Australian Silky Terrier	Australian Silky Terrier
Bichon Frise	(part of the non-sporting group)	(part of the non-sporting group)	Bichon Frise	Bichon Frise
Bolognese	(not recognized)	(part of the AKC Foundation Stock Service)	(not recognized)	Bolognese
Cavalier King Charles Spaniel	Cavalier King Charles Spaniel	Cavalier King Charles Spaniel	Cavalier King Charles Spaniel	Cavalier King Charles Spaniel
Chihuahua (Smooth Coat)	Chihuahua (long & short coat)	Chihuahua (one breed)	Chihuahua (Smooth Coat)	Chihuahua (Smooth Coat)
Chihuahua (Long Coat)	Chihuahua (long & short coat)	Chihuahua (one breed)	Chihuahua (Long Coat)	Chihuahua (Long Coat)
Chinese Crested	Chinese Crested	Chinese Crested	Chinese Crested Dog	Chinese Crested Dog
Coton De Tulear	Coton de Tulear	(part of the AKC Foundation Stock Service)	(not recognized)	(not recognized)
English Toy Terrier (Black & Tan)	Miniature Pinscher	Manchester Terrier	English Toy Terrier (Black and Tan)	English Toy Terrier (Black and Tan)
Griffon Bruxellois	Griffon (Brussels)	Brussels Griffon	Griffon Bruxellois	Griffon Bruxellois
Havanese	Havanese	Havanese	Havanese	Havanese
Italian Greyhound	Italian Greyhound	Italian Greyhound	Italian Greyhound	Italian Greyhound
Japanese Chin	Japanese Spaniel	Japanese Chin	Japanese Chin	Japanese Chin
King Charles Spaniel	English Toy Spaniel	English Toy Spaniel	King Charles Spaniel	King Charles Spaniel
Lowchen (Little Lion Dog)	(part of the non-sporting group)	(part of the non-sporting group)	Lowchen (Little Lion Dog)	Lowchen
Maltese	Maltese	Maltese	Maltese	Maltese
Miniature Pinscher	Miniature Pinscher	Miniature Pinscher	Miniature Pinscher	Miniature Pinscher
Papillon	Papillon	Papillon	Papillon	Papillon
Pekingese	Pekingese	Pekingese	Pekingese	Pekingese
Pomeranian	Pomeranian	Pomeranian	Pomeranian	Pomeranian
Pug	Pug	Pug	Pug	Pug
(not recognized)	(not recognized)	(part of the AKC Foundation Stock Service)	Russian Toy (Russkiy Toy)	(not recognized)
(part of the Utility Group)	(part of the Non-Sporting Group)	Shih-Tzu	(part of the Non Sporting Group)	(part of the Non Sporting Group)
(part of the Utility Group)	(part of the Non-Sporting Group)	(part of the Non Sporting Group)	Tibetan Spaniel	(part of the Non Sporting Group)
Yorkshire Terrier	Yorkshire Terrier	Yorkshire Terrier	Yorkshire Terrier	Yorkshire Terrier
(part of the Utility Group)	Xoloitzcuintli	(part of the Non Sporting Group)	(part of the Non Sporting Group)	(part of the Non Sporting Group)
