Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 1	Memphis	W 112–109 (OT)	Al Horford (20)	Josh Smith (8)	Jamal Crawford (8)	Philips Arena 11,513	12–7
20	December 3	Philadelphia	W 93–88 (OT)	Marvin Williams (22)	Al Horford (13)	Al Horford (6)	Philips Arena 12,140	13–7
21	December 4	@ Miami	L 77–89 (OT)	Al Horford (22)	Al Horford (9)	Mike Bibby (6)	American Airlines Arena 19,600	13–8
22	December 6	@ Orlando	W 80–74 (OT)	Josh Smith (19)	Josh Smith (13)	Mike Bibby (7)	Amway Center 18,846	14–8
23	December 7	New Jersey	W 116–101 (OT)	Josh Smith (34)	Al Horford (10)	Josh Smith (7)	Philips Arena 14,273	15–8
24	December 10	@ San Antonio	L 92–108 (OT)	Jamal Crawford (23)	Al Horford (9)	Jamal Crawford , Josh Smith (5)	AT&T Center 17,576	15–9
25	December 11	Indiana	W 97–83 (OT)	Josh Smith (21)	Al Horford (16)	Al Horford (8)	Philips Arena 14,131	16–9
26	December 14	@ Detroit	L 80–103 (OT)	Josh Smith (26)	Al Horford (12)	Mike Bibby (6)	The Palace of Auburn Hills 12,526	16–10
27	December 16	@ Boston	L 90–102 (OT)	Marvin Williams (26)	Al Horford (7)	Mike Bibby (8)	TD Garden 18,624	16–11
28	December 17	Charlotte	W 90–85 (OT)	Joe Johnson , Al Horford , Marvin Williams (16)	Josh Smith (11)	Joe Johnson (8)	Philips Arena 15,006	17–11
29	December 19	@ New Jersey	L 82–89 (OT)	Mike Bibby (19)	Al Horford , Josh Smith (10)	Joe Johnson (6)	Prudential Center 11,295	17–12
30	December 20	Orlando	W 91–81 (OT)	Al Horford (24)	Al Horford (11)	Joe Johnson (6)	Philips Arena 16,275	18–12
31	December 22	Cleveland	W 98–84 (OT)	Joe Johnson (23)	Josh Smith (11)	Joe Johnson (7)	Philips Arena 12,610	19–12
32	December 26	@ New Orleans	L 86–93 (OT)	Joe Johnson (23)	Josh Smith (12)	Mike Bibby (5)	New Orleans Arena 15,626	19–13
33	December 27	@ Milwaukee	W 95–80 (OT)	Al Horford (18)	Jason Collins , Al Horford (12)	Joe Johnson (6)	Bradley Center 16,751	20–13
34	December 29	Golden State	W 103–93 (OT)	Josh Smith (22)	Al Horford (15)	Joe Johnson (8)	Philips Arena 15,925	21–13
