Date	Opponent	Score	Loss	Attendance	Record
April 4	White Sox	7 - 3	McDowell (0-1)	50,484	1-0
April 5	White Sox	5 - 3	Fernandez (0-1)	44,471	2-0
April 6	White Sox	9 - 2	Hentgen (0-1)	44,164	2-1
April 8	Mariners	8 - 2	Fleming (0-1)	48,152	3-1
April 9	Mariners	8 - 6	Thigpen (0-1)	49,179	4-1
April 10	Mariners	12 - 6	Johnson (0-1)	50,471	5-1
April 11	@ Athletics	14 - 5	Witt (0-1)	40,551	6-1
April 12	@ Athletics	8 - 4	Spoljaric (0-1)	24,970	6-2
April 13	@ Athletics	8 - 7 (12)	Cadaret (0-1)	12,397	6-3
April 14	@ Angels	6 - 4	Guzman (1-1)	21,243	6-4
April 15	@ Angels	14 - 13 (10)	Brow (0-1)	20,413	6-5
April 16	@ Angels	5 - 4	Patterson (0-1)	29,757	7-5
April 17	@ Angels	5 - 4 (10)	Grahe (0-2)	35,518	8-5
April 19	Rangers	13 - 3	Brown (0-4)	48,149	9-5
April 20	Rangers	4 - 3 (11)	Henke (1-1)	47,116	10-5
April 22	Twins	8 - 2	Erickson (1-3)	46,268	11-5
April 23	Twins	8 - 6	Pulido (0-2)	50,504	12-5
April 24	Twins	7 - 3	Guzman (2-2)	50,464	12-6
April 25	@ Royals	4 - 3	Stewart (2-1)	17,100	12-7
April 26	@ Royals	8 - 6	Haney (1-1)	16,571	13-7
April 27	@ Rangers	11 - 3	Hentgen (3-2)	38,055	13-8
April 28	@ Rangers	1 - 0	Leiter (2-1)	27,287	13-9
April 29	@ Twins	12 - 7	Tapani (1-2)	25,898	14-9
April 30	@ Twins	11 - 9	Stewart (2-2)	24,479	14-10
