Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
33	January 2	@ Milwaukee	L 75–103 (OT)	Boris Diaw (16)	Emeka Okafor (12)	Boris Diaw (6)	Bradley Center 15,107	11–22
34	January 3	Milwaukee	W 102–92 (OT)	Gerald Wallace (24)	Boris Diaw , Raymond Felton , Emeka Okafor (6)	Boris Diaw (7)	Time Warner Cable Arena 14,201	12–22
35	January 6	Boston	W 114–106 (OT)	Raymond Felton (25)	Emeka Okafor (17)	Raymond Felton (8)	Time Warner Cable Arena 17,112	13–22
36	January 7	@ Cleveland	L 81–111 (OT)	Raymond Felton (15)	Boris Diaw (8)	Boris Diaw (6)	Quicken Loans Arena 20,562	13–23
37	January 9	@ Philadelphia	L 87–93 (OT)	Emeka Okafor (24)	Emeka Okafor (11)	Raymond Felton (8)	Wachovia Center 14,235	13–24
38	January 10	@ Washington	W 92–89 (OT)	Raja Bell (19)	Emeka Okafor (6)	Raymond Felton (11)	Verizon Center 20,173	14–24
39	January 13	@ Detroit	W 80–78 (OT)	Raymond Felton (23)	Gerald Wallace (10)	Raymond Felton (9)	The Palace of Auburn Hills 22,076	15–24
40	January 17	Portland	W 102–97 (OT)	Gerald Wallace (31)	Gerald Wallace (16)	Raymond Felton , Boris Diaw (7)	Time Warner Cable Arena 17,482	16–24
41	January 19	San Antonio	L 84–86 (OT)	Raja Bell (25)	Boris Diaw (13)	Raymond Felton (9)	Time Warner Cable Arena 16,160	16–25
42	January 21	Memphis	W 101–86 (OT)	Raja Bell (25)	Emeka Okafor (15)	Gerald Wallace (9)	Time Warner Cable Arena 11,249	17–25
43	January 23	Phoenix	W 98–76 (OT)	Gerald Wallace (28)	Boris Diaw (11)	Raja Bell (8)	Time Warner Cable Arena 19,104	18–25
44	January 25	@ Indiana	L 93–98 (OT)	Raja Bell , Boris Diaw (18)	Emeka Okafor (8)	Raymond Felton (12)	Conseco Fieldhouse 10,936	18–26
45	January 27	@ L.A. Lakers	W 117–110 (2OT)	Boris Diaw (23)	Raymond Felton , Emeka Okafor (11)	Boris Diaw , Raymond Felton (9)	Staples Center 18,997	19–26
46	January 28	@ Portland	L 74–88 (OT)	Emeka Okafor (18)	Emeka Okafor , Raymond Felton (5)	Raymond Felton (8)	Rose Garden 20,380	19–27
