Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
46	February 1	@ Detroit	W 90–80 (OT)	LeBron James (33)	Žydrūnas Ilgauskas (8)	LeBron James (8)	The Palace of Auburn Hills 22,076	37–9
47	February 3	Toronto	W 101–83 (OT)	LeBron James (33)	Žydrūnas Ilgauskas (8)	Maurice Williams (9)	Quicken Loans Arena 20,562	38–9
48	February 4	@ New York	W 107–102 (OT)	LeBron James (52)	Wally Szczerbiak (13)	LeBron James (11)	Madison Square Garden 19,763	39–9
49	February 8	L.A. Lakers	L 91–101 (OT)	Žydrūnas Ilgauskas (22)	Žydrūnas Ilgauskas , Anderson Varejão (9)	LeBron James (12)	Quicken Loans Arena 20,562	39–10
50	February 10	@ Indiana	L 95–96 (OT)	LeBron James (47)	Žydrūnas Ilgauskas (11)	LeBron James (4)	Conseco Fieldhouse 18,165	39–11
51	February 11	Phoenix	W 109–92 (OT)	Maurice Williams (44)	Ben Wallace (11)	Maurice Williams (7)	Quicken Loans Arena 20,562	40–11
52	February 18	@ Toronto	W 93–76 (OT)	Žydrūnas Ilgauskas (22)	Anderson Varejão (14)	LeBron James (9)	Air Canada Centre 19,800	41–11
53	February 20	@ Milwaukee	W 111–103 (OT)	LeBron James (55)	Anderson Varejão (7)	LeBron James (9)	Bradley Center 18,076	42–11
54	February 22	Detroit	W 99–78 (OT)	Delonte West (25)	Žydrūnas Ilgauskas (8)	LeBron James (9)	Quicken Loans Arena 20,562	43–11
55	February 24	Memphis	W 94–79 (OT)	Daniel Gibson (19)	J. J. Hickson (9)	LeBron James (8)	Quicken Loans Arena 20,562	44–11
56	February 26	@ Houston	L 74–93 (OT)	LeBron James , Maurice Williams (21)	Žydrūnas Ilgauskas (13)	Maurice Williams (4)	Toyota Center 18,399	44–12
57	February 27	@ San Antonio	W 97–86 (OT)	LeBron James (30)	LeBron James (14)	Delonte West (5)	AT&T Center 18,797	45–12
