Name	Circuit	Date	Winning driver	Winning constructor	Report
Tripoli Grand Prix	Tripoli	24 March	Gastone Brilli-Peri	Talbot	Report
Antibes Grand Prix	Garoupe	1 April	Mario Lepori	Bugatti	Report
Riviera Circuit	Cannes	7 April	Edward Bret	Bugatti	Report
n Algeria Grand Prix	Staouéli	7 April	Marcel Lehoux	Bugatti	Report
Monaco Grand Prix	Monte Carlo	14 April	"W Williams"	Bugatti	Report
Alessandria Circuit	Bordino	21 April	Achille Varzi	Alfa Romeo	Report
Coppa Florio	Madonie	5 May	Albert Divo	Bugatti	Report
Targa Florio	Madonie	5 May	Albert Divo	Bugatti	Report
Burgundy Grand Prix	Dijon	9 May	"Philippe"	Bugatti	Report
Grand Prix des Frontières	Chimay	19 May	Goffredo Zehender	Alfa Romeo	Report
Rome Grand Prix	Tre Fontane	26 May	Achille Varzi	Alfa Romeo	Report
Pozzo Circuit	Verona	2 June	Giovanni Alloatti	Bugatti	Report
Mugello Circuit	Mugello	9 June	Gastone Brilli-Peri	Talbot	Report
Picardy Grand Prix	Péronne	9 June	Henry Auber	Bugatti	Report
Lyon Grand Prix	Quincieux	16 June	"Simpson"	Bugatti	Report
Thuin Circuit	Thuin	23 June	Freddy Charlier	Bugatti	Report
Grand Prix de la Marne	Reims	7 July	Philippe Étancelin	Bugatti	Report
Dieppe Grand Prix	Dieppe	7 July	René Dreyfus	Bugatti	Report
Camaiore Circuit	Camaiore	7 July	Renato Balestrero	Bugatti	Report
Coppa Montenero	Montenero	21 July	Achille Varzi	Alfa Romeo	Report
San Sebastián Grand Prix	Lasarte	25 July	Louis Chiron	Bugatti	Report
Grand Prix du Comminges	Saint-Gaudens	18 August	Philippe Étancelin	Bugatti	Report
La Baule Grand Prix	La Baule	22 August	Philippe Étancelin	Bugatti	Report
Monza Grand Prix	Monza	15 September	Achille Varzi	Alfa Romeo	Report
Cremona Circuit	Cremona	29 September	Gastone Brilli-Peri	Alfa Romeo	Report
Tunis Grand Prix	Le Bardo	17 November	Gastone Brilli-Peri	Alfa Romeo	Report
