Date	Opponent	Score	Loss	Attendance	Record
April 4	@ Royals	5 - 3	Saberhagen (0-1)	40,648	1-0
April 6	@ Royals	11 - 4	Leibrandt (0-1)	18,938	2-0
April 7	@ Royals	7 - 4	Clancy (0-1)	29,070	2-1
April 8	@ Twins	6 - 3	Stieb (0-1)	53,067	2-2
April 9	@ Twins	10 - 0	Lea (0-1)	49,451	3-2
April 10	@ Twins	4 - 2	Stottlemyre (0-1)	40,086	3-3
April 11	Yankees	17 - 9	Rhoden (1-1)	45,185	4-3
April 12	Yankees	12 - 3	Clancy (0-2)	24,116	4-4
April 13	Yankees	5 - 1	Stieb (0-2)	24,105	4-5
April 14	Yankees	7 - 3	Key (2-1)	24,524	4-6
April 15	Twins	Postponed (cold weather) Rescheduled for August 4	Postponed (cold weather) Rescheduled for August 4	Postponed (cold weather) Rescheduled for August 4	Postponed (cold weather) Rescheduled for August 4
April 16	Twins	3 - 2	Wells (1-1)	26,095	4-7
April 17	Twins	2 - 0	Straker (0-1)	37,532	5-7
April 19	Royals	12 - 3	Saberhagen (1-2)	21,231	6-7
April 20	Royals	3 - 0	Leibrandt (1-3)	20,202	7-7
April 22	@ Yankees	6 - 4 (12)	Stoddard (1-1)	33,314	8-7
April 23	@ Yankees	3 - 2	Candelaria (1-2)	24,046	9-7
April 24	@ Yankees	5 - 3	Eichhorn (0-1)	52,073	9-8
April 26	Athletics	6 - 1	Stieb (1-3)	21,280	9-9
April 27	Athletics	5 - 3	Flanagan (2-1)	20,236	9-10
April 28	Athletics	6 - 2	Stottlemyre (0-2)	21,178	9-11
April 29	Angels	9 - 5	Wells (2-2)	23,483	9-12
April 30	Angels	6 - 1	Cerutti (1-1)	29,091	9-13
