Year	Competition	Opponent	Score	Venue
Year	Competition	Opponent	Score	Venue
1923	VFL Reserves	Richmond	9.12 (66) – 5.10 (40)	MCG
1924	VFL Reserves	Essendon	Did Not Play [a ]	Kardinia Park
1930	VFL Reserves	Richmond	14.12 (96) – 11.8 (74)	MCG
1937	VFL Reserves	Collingwood	12.12 (84) – 9.11 (65)	MCG
1938	VFL Reserves	Footscray	12.19 (91) – 12.8 (80)	MCG
1948	VFL Reserves	Richmond	17.12 (114) – 12.9 (81)	MCG
1960	VFL Reserves	Hawthorn	7.15 (57) – 7.10 (52)	MCG
1963	VFL Reserves	St Kilda	13.12 (90) – 7.11 (53)	MCG
1964	VFL Reserves	Richmond	9.13 (67) – 6.8 (44)	MCG
1975	VFL Reserves	Richmond	16.18 (114) – 11.17 (83)	MCG
1980	VFL Reserves	South Melbourne	24.15 (159) – 19.12 (126)	MCG
1981	VFL Reserves	Essendon	21.14 (140) – 18.6 (114)	MCG
1982	VFL Reserves	St Kilda	19.18 (132) – 12.11 (83)	MCG
2002	VFL	Port Melbourne	15.15 (105) – 12.11 (83)	Princes Park
2007	VFL	Coburg	17.24 (126) – 7.10 (52)	Princes Park
2012	VFL	Port Melbourne	14.24 (108) – 11.9 (75)	Docklands Stadium
