Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 3	Miami	L 82–96 (OT)	Stephen Jackson (22)	Kwame Brown , Dominic McGuire (7)	Boris Diaw , Stephen Jackson (5)	Time Warner Cable Arena 19,233	11–21
33	January 5	@ Minnesota	W 108–105 (OT)	Tyrus Thomas (21)	Kwame Brown (14)	D. J. Augustin (8)	Target Center 14,881	12–21
34	January 8	Washington	W 104–89 (OT)	Stephen Jackson (21)	Boris Diaw , Stephen Jackson (10)	D. J. Augustin (9)	Time Warner Cable Arena 16,038	13–21
35	January 10	Memphis	W 96–82 (OT)	Stephen Jackson (27)	Boris Diaw (9)	D. J. Augustin (9)	Time Warner Cable Arena 10,188	14–21
36	January 12	Chicago	W 96–91 (OT)	D. J. Augustin (22)	Tyrus Thomas (13)	D. J. Augustin (12)	Time Warner Cable Arena 12,468	15–21
37	January 14	@ Boston	L 94–99 (OT)	Gerald Wallace (20)	Tyrus Thomas (9)	D. J. Augustin (6)	TD Garden 18,624	15–22
38	January 15	New Orleans	L 81–88 (OT)	Stephen Jackson , Gerald Wallace (15)	Kwame Brown (14)	D. J. Augustin (7)	Time Warner Cable Arena 17,486	15–23
39	January 17	@ Philadelphia	L 92–96 (OT)	Boris Diaw (25)	Kwame Brown (16)	Boris Diaw (11)	Wells Fargo Center 13,508	15–24
40	January 18	@ Chicago	W 83–82 (OT)	D. J. Augustin (15)	Gerald Wallace (16)	D. J. Augustin (5)	United Center 21,263	16–24
41	January 20	Philadelphia	W 100–97 (OT)	D. J. Augustin (31)	Kwame Brown (9)	D. J. Augustin (8)	Time Warner Cable Arena 14,326	17–24
42	January 22	Atlanta	L 87–103 (OT)	D. J. Augustin (20)	Gerald Wallace (8)	D. J. Augustin (7)	Time Warner Cable Arena 17,286	17–25
43	January 25	@ Sacramento	W 94–89 (OT)	Stephen Jackson (21)	Kwame Brown (18)	Shaun Livingston (3)	ARCO Arena 13,984	18–25
44	January 26	@ Phoenix	W 114–107 (OT)	Stephen Jackson (23)	Kwame Brown , Gerald Wallace (10)	D. J. Augustin (10)	US Airways Center 16,986	19–25
45	January 28	@ Golden State	W 121–113 (OT)	Stephen Jackson (31)	Stephen Jackson (7)	D. J. Augustin (12)	Oracle Arena 18,407	20–25
46	January 29	@ L.A. Clippers	L 88–103 (OT)	Gerald Henderson , Stephen Jackson (14)	Kwame Brown (12)	Boris Diaw (5)	Staples Center 18,332	20–26
