Date	Opponent	Score	Loss	Attendance	Record
May 1	@ Indians	7 - 5	Springer (1-4)	42,712	12-15
May 2	@ Indians	5 - 1	Saunders (1-3)	42,525	12-16
May 3	@ Indians	10 - 8	Hernández (0-2)	42,597	12-17
May 5	@ Royals	4 - 2	Álvarez (3-4)	12,096	12-18
May 6	@ Royals	5 - 0	Rusch (3-4)	11,401	13-18
May 8	Orioles	8 - 2	Lopez (0-1)	35,355	13-19
May 9	Orioles	7 - 0	Springer (1-5)	42,486	13-20
May 10	Orioles	4 - 3	Mills (0-1)	34,123	14-20
May 11	Indians	4 - 2	Burba (3-4)	30,334	15-20
May 12	Indians	6 - 5 (15)	Jackson (0-1)	30,194	16-20
May 13	Royals	4 - 0	Saunders (1-4)	25,244	16-21
May 14	Royals	10 - 2	Springer (1-6)	24,296	16-22
May 15	@ Orioles	4 - 1	Erickson (4-2)	47,421	17-22
May 16	@ Orioles	5 - 2	Belcher (2-5)	47,538	18-22
May 17	@ Orioles	7 - 3	Mills (0-2)	47,628	19-22
May 18	@ Orioles	6 - 3	Drabek (3-5)	45,033	20-22
May 19	@ Blue Jays	3 - 1	Springer (1-7)	25,662	20-23
May 20	@ Blue Jays	9 - 1	Álvarez (4-5)	26,107	20-24
May 21	@ Blue Jays	6 - 1	Arrojo (6-3)	30,108	20-25
May 22	@ Mariners	5 - 2	Moyer (2-5)	29,522	21-25
May 23	@ Mariners	6 - 3	Ayala (0-4)	35,819	22-25
May 24	@ Mariners	3 - 1	Springer (1-8)	46,867	22-26
May 25	@ Athletics	8 - 2	Ruebel (0-1)	13,199	22-27
May 26	@ Athletics	7 - 2	Candiotti (4-5)	9,801	23-27
May 28	Mariners	5 - 2	Johnson (2-2)	27,017	23-28
May 29	Mariners	6 - 2	Saunders (1-5)	32,142	23-29
May 30	Mariners	5 - 2	Cloude (3-3)	40,212	24-29
May 31	Mariners	11 - 6	White (0-1)	35,184	24-30
