Date	Opponent	Score	Loss	Attendance	Record
April 6	@ Mariners	8 - 1	Morris (0-1)	56,120	0-1
April 7	@ Mariners	2 - 0	Bosio (0-1)	27,837	1-1
April 9	Indians	13 - 10	Power (0-1)	50,533	2-1
April 10	Indians	5 - 4	Nagy (0-2)	50,492	3-1
April 11	Indians	10 - 6	Morris (0-2)	47,194	3-2
April 13	Mariners	6 - 5	Leary (0-1)	42,230	4-2
April 14	Mariners	10 - 9 (10)	Hentgen (0-1)	43,054	4-3
April 15	Mariners	3 - 1	Cummings (0-2)	46,272	5-3
April 16	@ Indians	13 - 1	Morris (0-3)	17,428	5-4
April 17	@ Indians	8 - 1	Clark (1-1)	21,755	6-4
April 18	@ Indians	6 - 5	Leiter (1-1)	24,368	6-5
April 19	@ Indians	7 - 1	Bielecki (1-2)	11,750	7-5
April 20	@ Royals	8 - 2	Stottlemyre (2-1)	14,985	7-6
April 21	@ Royals	6 - 5	Timlin (0-1)	15,693	7-7
April 22	@ Royals	6 - 3	Cone (0-4)	19,369	8-7
April 23	White Sox	5 - 4	Leiter (1-2)	50,494	8-8
April 24	White Sox	10 - 4	Bolton (0-3)	50,518	9-8
April 25	White Sox	1 - 0	Fernandez (2-2)	50,430	10-8
April 26	Rangers	8 - 6	Lefferts (1-4)	47,368	11-8
April 27	Rangers	4 - 3	Nen (0-1)	49,021	12-8
April 28	Royals	5 - 3	Brow (0-1)	49,073	12-9
April 29	Royals	8 - 0	Pichardo (1-1)	49,114	13-9
April 30	@ White Sox	10 - 2	Stottlemyre (3-2)	29,497	13-10
