Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Mabel	Griggs	52	35.989	0.111	47.379473	-98.447327	3803948820	1036638
Madison	Hettinger	41	36.315	0.000	46.586935	-102.487125	3804149660	1759458
Maine	Adams	22	31.727	0.000	46.244371	-102.559556	3800149780	1037246
Malcolm	McLean	78	26.909	8.540	47.625122	-101.110332	3805549860	1759539
Mandan	Ward	51	34.174	1.682	48.247817	-101.717520	3810149940	1036948
Manfred	Wells	39	35.850	0.182	47.723093	-99.743839	3810350060	1759706
Manilla	Cavalier	83	35.728	0.309	48.761426	-98.277274	3801950100	1759370
Manitou	Mountrail	98	36.226	0.467	48.329571	-102.624520	3806150180	1759549
Manning	Kidder	65	69.341	2.245	46.706001	-99.876432	3804350260	1037063
Manns	Stutsman	78	36.083	0.004	46.667305	-98.492488	3809350300	1036441
Mansfield	Barnes	38	35.725	0.549	46.856369	-98.385958	3800350340	1036417
Maple	Dickey	49	35.742	0.019	46.147178	-98.452348	3802150500	1036772
Maple River	Cass	128	35.652	0.036	46.760708	-97.239523	3801750540	1036364
Mapleton	Cass	188	33.871	0.145	46.842672	-96.978964	3801750620	1036361
Marboe	Sargent	29	26.354	0.928	45.971178	-97.302467	3808150660	1036783
Margaret	Ward	85	36.028	0.072	48.407747	-101.114324	3810150700	1759684
Marion	Bowman	17	30.534	0.188	46.227645	-103.525472	3801150740	1037258
Marsh	Barnes	283	35.909	0.055	46.847984	-97.996901	3800350900	1036411
Marshall	Williams	51	36.322	0.000	48.328679	-103.409906	3810550980	1037028
Marstonmoor	Stutsman	23	34.500	1.368	47.115985	-99.407828	3809351020	1036496
Martin	Sheridan	40	34.727	1.182	47.803839	-100.123321	3808351100	2397832
Martin	Walsh	114	34.165	0.775	48.506272	-97.332039	3809951140	1036544
Maryland	Ward	70	36.193	0.102	48.334289	-101.068522	3810151220	1759685
Maryville	Rolette	37	35.733	0.289	48.754735	-99.712103	3807951260	1759625
Mauch	Sheridan	6	32.761	3.374	47.374121	-100.097616	3808351350	1037147
Mayland	Ward	70	35.793	0.110	48.415619	-101.647093	3810151460	1036943
Mayville	Traill	133	34.925	0.000	47.453447	-97.281930	3809751540	1036694
Maza	Towner	14	35.038	1.138	48.421290	-99.177432	3809551620	2397835
McAlmond	Mountrail	34	35.019	0.806	48.247662	-102.105846	3806148860	1036996
McClellan	Benson	46	35.817	0.146	48.151192	-99.395686	3800548980	1759250
McClusky	Sheridan	56	35.262	0.468	47.450731	-100.491639	3808349060	2397836
McGahan	Mountrail	55	34.591	1.914	48.331776	-102.104144	3806149140	1033994
McGinnis	McLean	58	35.423	0.675	47.724928	-101.411086	3805549180	1037002
McHenry	Foster	51	35.005	0.659	47.549274	-98.540120	3803149300	2397838
McKenzie	Burleigh	88	35.864	0.060	46.851179	-100.383637	3801549380	1759339
McKinley	Ward	140	36.479	0.047	48.331322	-101.199844	3810149420	1759686
McKinney	Renville	63	35.298	0.557	48.767216	-101.819319	3807549460	1759613
McKinnon	Foster	24	35.662	0.383	47.377328	-98.701941	3803149500	1759426
Meadow	McHenry	44	30.833	4.624	48.596476	-100.728023	3804951660	1759501
Meadow Lake	Barnes	81	36.113	0.259	46.761465	-98.353523	3800351700	1036416
Medford	Walsh	62	34.939	0.000	48.239001	-97.839744	3809951780	1759672
Medicine Hill	McLean	45	34.232	0.823	47.625111	-100.726531	3805551820	1759540
Mekinock	Grand Forks	2535	36.467	0.000	47.976930	-97.429314	3803551980	1036608
Melrose	Steele	38	35.884	0.159	47.361819	-97.783455	3809152020	1036662
Melville	Foster	35	34.328	1.761	47.375061	-99.092756	3803152100	1759427
Melvin	Nelson	27	34.741	1.179	47.882486	-98.075161	3806352140	1036569
Menoken	Burleigh	154	35.867	0.061	46.851810	-100.528570	3801552220	1759340
Mentor	Divide	19	42.684	0.560	48.945233	-102.994591	3802352260	1759394
Menz	Sioux	28	46.702	0.036	45.998945	-101.928370	3808552300	1759638
Mercer	McLean	35	35.104	0.748	47.458475	-100.769480	3805552380	2397840
Merkel	Kidder	27	65.636	5.954	47.254294	-99.825642	3804352420	1759474
Merrill	Hettinger	10	32.029	0.264	46.241618	-102.175185	3804152540	1037210
Meyer	Pierce	92	34.055	2.762	48.320560	-99.913725	3806952580	1759557
