Date	Opponent	Score	Loss	Attendance	Record
June 1	White Sox	6 - 2	Escobar (4-3)	20,399	24-29
June 2	White Sox	9 - 7	Snyder (6-4)	22,197	25-29
June 3	White Sox	10 - 3	Hentgen (4-4)	33,673	25-30
June 4	Expos	6 - 2	Ayala (0-5)	24,147	26-30
June 5	Expos	5 - 0	Hamilton (0-3)	28,112	26-31
June 6	Expos	9 - 2	Hermanson (3-5)	24,392	27-31
June 7	@ Mets	8 - 2	Halladay (4-3)	21,457	27-32
June 8	@ Mets	11 - 3	Hentgen (4-5)	18,984	27-33
June 9	@ Mets	4 - 3 (14)	Davey (1-1)	18,254	27-34
June 11	@ Phillies	8 - 4	Hamilton (0-4)	26,541	27-35
June 12	@ Phillies	7 - 2	Escobar (5-4)	20,449	27-36
June 13	@ Phillies	7 - 2	Schilling (8-4)	28,459	28-36
June 15	Angels	13 - 2	Belcher (4-6)	21,165	29-36
June 16	Angels	3 - 2	Schoeneweis (0-1)	22,184	30-36
June 17	Angels	3 - 0	Hill (3-6)	20,465	31-36
June 18	Royals	6 - 5	Hentgen (5-6)	24,245	31-37
June 19	Royals	7 - 0	Appier (6-6)	23,369	32-37
June 20	Royals	2 - 1	Service (3-2)	24,211	33-37
June 21	Royals	11 - 4	Fussell (0-4)	20,394	34-37
June 22	Indians	4 - 3	Gooden (2-3)	22,197	35-37
June 23	Indians	9 - 6	Quantrill (0-1)	23,271	35-38
June 24	Indians	3 - 0	Burba (7-3)	26,117	36-38
June 25	@ Devil Rays	11 - 4	Wells (8-6)	18,633	36-39
June 26	@ Devil Rays	5 - 2	Hamilton (1-5)	22,062	36-40
June 27	@ Devil Rays	8 - 0	Escobar (7-5)	20,556	36-41
June 28	@ Devil Rays	3 - 2	Eiland (0-4)	17,727	37-41
June 29	Orioles	6 - 5 (10)	Rhodes (3-3)	21,421	38-41
June 30	Orioles	10 - 9 (10)	Orosco (0-2)	21,137	39-41
