Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
46	February 2	L.A. Clippers	L 82–90 (OT)	Luol Deng (18)	Tyrus Thomas (9)	Derrick Rose (4)	United Center 19,335	23–23
47	February 3	@ Philadelphia	L 103–106 (OT)	Derrick Rose (30)	Luol Deng (11)	Derrick Rose (9)	Wachovia Center 13,295	23–24
48	February 5	@ Atlanta	L 81–91 (OT)	Luol Deng (20)	Kirk Hinrich (9)	Derrick Rose (6)	Philips Arena 18,729	23–25
49	February 6	Miami	W 95–91 (OT)	Luol Deng (25)	Brad Miller (8)	John Salmons (5)	United Center 22,352	24–25
50	February 9	@ Indiana	W 109–101 (OT)	Luol Deng (23)	Luol Deng (11)	Derrick Rose (7)	Conseco Fieldhouse 12,945	25–25
51	February 10	Orlando	L 87–107 (OT)	Luol Deng (23)	Luol Deng (7)	Kirk Hinrich , Tyrus Thomas (4)	United Center 21,566	25–26
52	February 16	New York	W 118–85 (OT)	Derrick Rose (29)	Taj Gibson (10)	Kirk Hinrich , Derrick Rose , John Salmons (6)	United Center 20,989	26–26
53	February 17	@ New York	W 115–109 (OT)	Derrick Rose (27)	Taj Gibson (16)	Derrick Rose (6)	Madison Square Garden 19,763	27–26
54	February 19	@ Minnesota	W 100–94 (OT)	Kirk Hinrich (20)	Brad Miller (10)	Kirk Hinrich , Derrick Rose (5)	Target Center 18,183	28–26
55	February 20	Philadelphia	W 122–90 (OT)	Taj Gibson (20)	Taj Gibson (13)	Derrick Rose (6)	United Center 22,147	29–26
56	February 22	@ Washington	L 95–101 (OT)	Derrick Rose (22)	Taj Gibson (8)	Derrick Rose (6)	Verizon Center 14,113	29-27
57	February 24	Indiana	W 120–110 (OT)	Luol Deng (31)	Taj Gibson (11)	Derrick Rose (8)	United Center 20,363	30-27
58	February 26	Portland	W 115–111 (OT)	Derrick Rose (33)	Joakim Noah (11)	Derrick Rose , Kirk Hinrich , Joakim Noah (4)	United Center 21,508	31-27
