Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 5	Minnesota	W 113–84 (OT)	Vince Carter (18)	Brook Lopez (10)	Devin Harris (5)	Izod Center 15,364	10–8
19	December 6	@ Philadelphia	W 95–84 (OT)	Devin Harris (27)	Vince Carter , Brook Lopez (11)	Devin Harris , Vince Carter (8)	Wachovia Center 13,096	11–8
20	December 10	New York	L 109–121 (OT)	Devin Harris (32)	Vince Carter (7)	Devin Harris (7)	Izod Center 16,722	11–9
21	December 12	Toronto	L 79–101 (OT)	Yi Jianlian , Devin Harris (14)	Brook Lopez (8)	Devin Harris (5)	Izod Center 13,926	11–10
22	December 13	@ Chicago	L 104–113 (OT)	Vince Carter (39)	Bobby Simmons (10)	Devin Harris (7)	United Center 21,751	11–11
23	December 15	@ Toronto	W 94–87 (OT)	Ryan Anderson (21)	Vince Carter (10)	Vince Carter , Devin Harris (5)	Air Canada Centre 18,561	12–11
24	December 17	Utah	L 92–103 (OT)	Vince Carter (32)	Yi Jianlian , Brook Lopez (7)	Devin Harris (11)	Izod Center 12,542	12–12
25	December 19	Dallas	W 121–97 (OT)	Devin Harris (41)	Vince Carter , Yi Jianlian (10)	Devin Harris (13)	Izod Center 9,889	13–12
26	December 20	Miami	L 103–106 (OT)	Brook Lopez (22)	Brook Lopez (13)	Devin Harris (9)	Izod Center 14,139	13–13
27	December 22	Houston	L 91–114 (OT)	Keyon Dooling (17)	Brook Lopez (9)	Keyon Dooling (5)	Izod Center 16,303	13–14
28	December 23	@ Indiana	W 108–107 (OT)	Vince Carter (38)	Vince Carter , Brook Lopez (8)	Devin Harris (11)	Conseco Fieldhouse 11,272	14–14
29	December 26	Charlotte	L 87–95 (OT)	Vince Carter (19)	Brook Lopez (7)	Keyon Dooling (6)	Izod Center 16,852	14–15
30	December 27	@ Charlotte	W 114–103 (OT)	Vince Carter (28)	Brook Lopez (13)	Vince Carter , Keyon Dooling (6)	Time Warner Cable Arena 15,837	15–15
31	December 29	Chicago	L 87–100 (OT)	Vince Carter (31)	Bobby Simmons (10)	Devin Harris , Bobby Simmons (5)	Izod Center 18,786	15–16
