Driver	Constructor	Laps	Time/Retired	Grid
François Cevert	Tyrrell - Ford	59	1:43:51.991	5
Jo Siffert	BRM	59	+ 40.062	6
Ronnie Peterson	March - Ford	59	+ 44.070	11
Howden Ganley	BRM	59	+ 56.749	12
Jackie Stewart	Tyrrell - Ford	59	+ 1:00.003	1
Clay Regazzoni	Ferrari	59	+ 1:16.426	4
Graham Hill	Brabham - Ford	58	+ 1 Lap	18
Jean-Pierre Beltoise	Matra	58	+ 1 Lap	10
Peter Gethin	BRM	58	+ 1 Lap	21
David Hobbs	McLaren - Ford	58	+ 1 Lap	22
Andrea de Adamich	March - Alfa Romeo	57	+ 2 Laps	26
Chris Amon	Matra	57	+ 2 Laps	8
Helmut Marko	BRM	57	+ 2 Laps	16
John Cannon	BRM	56	+ 3 Laps	24
Mike Hailwood	Surtees - Ford	54	Accident	14
Jo Bonnier	McLaren - Ford	54	Out of fuel	28
John Surtees	Surtees - Ford	54	+ 5 Laps	13
Skip Barber	March - Ford	52	Not Classified	25
Jacky Ickx	Ferrari	49	Alternator	7
Emerson Fittipaldi	Lotus - Ford	49	Not Classified	2
Pete Lovely	Lotus - Ford	49	Not Classified	29
Denny Hulme	McLaren - Ford	47	Accident	3
Tim Schenken	Brabham - Ford	41	Engine	15
Chris Craft	Brabham - Ford	30	Suspension	27
Sam Posey	Surtees - Ford	15	Piston	17
Henri Pescarolo	March - Ford	23	Engine	20
Nanni Galli	March - Ford	11	Wheel	23
Reine Wisell	Lotus - Ford	5	Brakes	9
Peter Revson	Tyrrell - Ford	1	Clutch	19
