Place	Player	Country	Score	To par
T1	Brett Quigley	United States	65	–5
T1	Tom Watson	United States	65	–5
T3	Jay Don Blake	United States	66	–4
T3	Justin Leonard	United States	66	–4
T5	Jim Furyk	United States	67	–3
T5	Stephen Leaney	Australia	67	–3
T7	Mark Calcavecchia	United States	68	–2
T7	Tom Gillis	United States	68	–2
T7	Ian Leggatt	Canada	68	–2
T10	Jonathan Byrd	United States	69	–1
T10	Tom Byrum	United States	69	–1
T10	Tim Clark	South Africa	69	–1
T10	Robert Damron	United States	69	–1
T10	Ernie Els	South Africa	69	–1
T10	Sergio García	Spain	69	–1
T10	Pádraig Harrington	Ireland	69	–1
T10	Fredrik Jacobson	Sweden	69	–1
T10	Cliff Kresge	United States	69	–1
T10	Len Mattiace	United States	69	–1
T10	Billy Mayfair	United States	69	–1
T10	Colin Montgomerie	Scotland	69	–1
T10	Tim Petrovic	United States	69	–1
T10	Loren Roberts	United States	69	–1
T10	Hidemichi Tanaka	Japan	69	–1
