Country	Film title used in nomination	Language	Original title	Director
Brazil	John, the Knife and the River	Portuguese	A Faca E o Rio	George Sluizer
Czechoslovakia	Days of Betrayal	Czech	Dny zrady	Otakar Vávra
Egypt	Empire M	Arabic	إمبراطورية ميم	Hussein Kamal
Finland	The Land of Our Ancesters	Finnish	Maa on syntinen laulu	Rauni Mollberg
France	Day for Night	France	La Nuit américaine	François Truffaut
East Germany	The Third	German	Der Dritte	Egon Günther
West Germany	The Pedestrian	German	Der Fußgänger	Maximilian Schell
Hungary	Photography	Hungarian	Fotográfia	Pál Zolnay
India	Saudagar	Hindi	सौदागर	Sudhendu Roy
Israel	The House on Chelouche Street	Hebrew	בית ברחוב שלוש	Moshé Mizrahi
Japan	Coup d'État	Japanese	戒厳令	Yoshishige Yoshida
South Korea	Mute Samyong	Korean	비련의 벙어리 삼용	Byeon Jang-ho
Mexico	Reed: Insurgent Mexico	Spanish	Reed, México insurgente	Paul Leduc
Netherlands	Turkish Delight	Dutch	Turks fruit	Paul Verhoeven
Poland	Copernicus	Polish	Kopernik	Ewa Petelska and Czesław Petelski
Romania	Veronica	Romanian	Veronica	Elisabeta Bostan
Spain	Habla, mudita	Spanish	Habla, mudita	Manuel Gutiérrez Aragón
Switzerland	L'Invitation	French	L'Invitation	Claude Goretta
Soviet Union	Liberation	Russian	Освобождение	Yuri Ozerov
Yugoslavia	The Battle of Sutjeska	Serbo-Croatian	Sutjeska	Stipe Delić
