Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 1	Toronto	W 109–98 (OT)	Dirk Nowitzki (24)	James Singleton (16)	Jason Kidd (15)	American Airlines Center 19,688	36–23
60	March 2	@ Oklahoma City	L 87–96 (OT)	Dirk Nowitzki (28)	James Singleton (6)	Dirk Nowitzki (6)	Ford Center 18,527	36–24
61	March 4	San Antonio	W 107–102 (OT)	Josh Howard (29)	Dirk Nowitzki (12)	Jason Kidd (9)	American Airlines Center 20,316	37–24
62	March 5	@ New Orleans	L 88–104 (OT)	Dirk Nowitzki (27)	Erick Dampier (9)	Jason Terry (4)	New Orleans Arena 17,230	37–25
63	March 7	Washington	W 119–103 (OT)	Dirk Nowitzki (34)	Dirk Nowitzki (9)	Jason Kidd (11)	American Airlines Center 20,150	38–25
64	March 10	@ Phoenix	W 122–117 (OT)	Dirk Nowitzki (34)	Dirk Nowitzki (13)	Dirk Nowitzki , José Juan Barea (4)	US Airways Center 18,422	39–25
65	March 11	@ Portland	W 93–89 (OT)	Dirk Nowitzki (29)	Dirk Nowitzki , Jason Kidd (10)	Jason Kidd (10)	Rose Garden 20,286	40–25
66	March 13	@ Golden State	L 110–119 (OT)	Dirk Nowitzki (27)	James Singleton (11)	Jason Kidd (11)	Oracle Arena 18,751	40–26
67	March 15	@ L.A. Lakers	L 100–107 (OT)	Jason Terry (29)	James Singleton (10)	Jason Kidd (9)	Staples Center 18,997	40–27
68	March 17	Detroit	W 103–101 (OT)	Dirk Nowitzki (30)	Erick Dampier (13)	José Juan Barea (8)	American Airlines Center 20,427	41–27
69	March 19	@ Atlanta	L 87–95 (OT)	Dirk Nowitzki (23)	Dirk Nowitzki (12)	Jason Kidd (6)	Philips Arena 17,499	41–28
70	March 20	@ Indiana	W 94–92 (OT)	Dirk Nowitzki (23)	James Singleton (11)	José Juan Barea (6)	Conseco Fieldhouse 17,232	42–28
71	March 25	Golden State	W 128–106 (OT)	Jason Terry , Dirk Nowitzki (26)	Erick Dampier (10)	José Juan Barea , Jason Kidd (7)	American Airlines Center 19,862	43–28
72	March 27	Denver	L 101–103 (OT)	Dirk Nowitzki (26)	Dirk Nowitzki (11)	José Juan Barea , Jason Terry (4)	American Airlines Center 20,310	43–29
73	March 29	@ Cleveland	L 74–102 (OT)	Dirk Nowitzki (20)	Ryan Hollins (12)	Jason Kidd (8)	Quicken Loans Arena 20,562	43–30
74	March 31	@ Minnesota	W 108–88 (OT)	Dirk Nowitzki (23)	Dirk Nowitzki (12)	Jason Kidd (13)	Target Center 12,111	44–30
