Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
72	April 1	@ Cleveland	L 99–106 (OT)	Dwyane Wade (44)	Udonis Haslem (11)	Dwyane Wade (9)	Gund Arena	48-24
73	April 2	@ New Jersey	L 78–90 (OT)	Dwyane Wade (32)	Udonis Haslem (11)	Gary Payton (7)	Continental Airlines Arena	48-25
74	April 4	Milwaukee	W 115–89 (OT)	Shaquille O'Neal (24)	Shaquille O'Neal (10)	Dwyane Wade (8)	American Airlines Arena	49-25
75	April 6	Detroit	L 82–95 (OT)	Dwyane Wade (29)	Dwyane Wade (9)	Dwyane Wade (6)	American Airlines Arena	49-26
76	April 8	@ Washington	W 99–86 (OT)	Shaquille O'Neal (27)	Udonis Haslem (14)	Gary Payton , Dwyane Wade (8)	MCI Center	50-26
77	April 9	Orlando	L 84–93 (OT)	Dwyane Wade (27)	Shaquille O'Neal (9)	Dwyane Wade (7)	American Airlines Arena	50-27
78	April 11	Toronto	W 106–97 (OT)	Antoine Walker (32)	Shaquille O'Neal (11)	Shaquille O'Neal (10)	American Airlines Arena	51-27
79	April 14	Philadelphia	W 104–85 (OT)	Udonis Haslem (24)	Udonis Haslem (14)	Dwyane Wade (8)	American Airlines Arena	52-27
80	April 16	Chicago	L 93–117 (OT)	Antoine Walker (22)	Shaquille O'Neal (6)	Derek Anderson , Jason Williams (3)	American Airlines Arena	52-28
81	April 18	@ Atlanta	L 100–103 (OT)	Dorell Wright (19)	Dorell Wright (7)	Jason Kapono (6)	Philips Arena	52-29
82	April 19	@ Boston	L 78–85 (OT)	Dorell Wright (20)	Udonis Haslem (8)	Derek Anderson (4)	TD Garden	52-30
