Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 1	@ Portland	L 79–98 (OT)	Raymond Felton (23)	Gerald Wallace (10)	Stephen Jackson (4)	Rose Garden 20,106	24-23
48	February 3	@ L.A. Lakers	L 97–99 (OT)	Stephen Jackson (30)	Nazr Mohammed (17)	Boris Diaw (5)	Staples Center 18,997	24-24
49	February 6	New Orleans	L 99–104 (OT)	Stephen Jackson (26)	Boris Diaw (8)	Raymond Felton (7)	Time Warner Cable Arena 19,164	24-25
50	February 9	Washington	W 94–92 (OT)	Stephen Jackson (22)	Nazr Mohammed (10)	Raymond Felton (5)	Time Warner Cable Arena 12,376	25-25
51	February 10	@ Minnesota	W 93–92 (OT)	Stephen Jackson (33)	Nazr Mohammed (20)	D.J. Augustin (7)	Target Center 13,352	26-25
52	February 16	New Jersey	L 94–103 (OT)	Gerald Wallace (21)	Gerald Wallace , Boris Diaw (10)	Stephen Jackson (5)	Time Warner Cable Arena 13,712	26-26
53	February 19	Cleveland	W 110–93 (OT)	Stephen Jackson (29)	Tyrus Thomas (12)	Boris Diaw (9)	Time Warner Cable Arena 19,568	27-26
54	February 20	@ Milwaukee	L 88–93 (OT)	Stephen Jackson (35)	Tyrus Thomas (11)	Stephen Jackson (5)	Bradley Center 17,174	27-27
55	February 22	@ L.A. Clippers	L 94–98 (OT)	Gerald Wallace (32)	Gerald Wallace (12)	Boris Diaw , Raymond Felton (9)	Staples Center 15,892	27-28
56	February 24	@ Utah	L 93–102 (OT)	Gerald Wallace (27)	Gerald Wallace (8)	Raymond Felton (5)	EnergySolutions Arena 19,911	27-29
