Place	Player	Country	Score	To par	Money ( $ )
T1	Chris DiMarco	United States	68-70-71-71=280	–8	Playoff
T1	Justin Leonard	United States	66-69-70-75=280	–8	Playoff
T1	Vijay Singh	Fiji	67-68-69-76=280	–8	Playoff
T4	Ernie Els	South Africa	66-70-72-73=281	–7	267,500
T4	Chris Riley	United States	69-70-69-73=281	–7	267,500
T6	K.J. Choi	South Korea	68-71-73-70=282	–6	196,000
T6	Paul McGinley	Ireland	69-74-70-69=282	–6	196,000
T6	Phil Mickelson	United States	69-72-67-74=282	–6	196,000
T9	Robert Allenby	Australia	71-70-72-70=283	–5	152,000
T9	Stephen Ames	Canada	68-71-69-75=283	–5	152,000
T9	Ben Crane	United States	70-74-69-70=283	–5	152,000
T9	Adam Scott	Australia	71-71-69-72=283	–5	152,000
