Game	Date	Opponent	Score	Location/Attendance	Record
1	Nov 1	vs Seattle Supersonics	99-91 W	Delta Center/19,911	1-0
Game	Date	Opponent	Score	Location/Attendance	Record
2	Nov 2	at Los Angeles Clippers	95-90 W	Los Angeles Memorial Sports Arena/13,041	2-0
3	Nov 4	vs Houston Rockets	72-75 L	Delta Center/19,911	2-1
4	Nov 9	at Houston Rockets	85-91 L	The Summit/16,285	2-2
5	Nov 13	vs Sacramento Kings	105-74 W	Delta Center/19,283	3-2
6	Nov 15	vs Vancouver Grizzlies	104-96 W	Delta Center/19,046	4-2
7	Nov 16	at Dallas Mavericks	88-87 W	Reunion Arena/15,947	5-2
8	Nov 20	at Los Angeles Lakers	113-97 W	Great Western Fourm/16,122	6-2
9	Nov 21	vs Golden State Warriors	109-104 W OT	Delta Center/18,889	7-2
10	Nov 23	vs Chicago Bulls	105-100 W	Delta Center/19,911	8-2
11	Nov 25	vs New Jersey Nets	108-92 W	Delta Center/19,132	9-2
12	Nov 27	vs Denver Nuggets	107-103 W	Delta Center/19,324	10-2
13	Nov 29	vs Los Angeles Clippers	111-94 W	Delta Center/19,381	11-2
