Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	Grizzlies	W 133–123 (OT)	Carmelo Anthony (42)	Nenê (9)	Chauncey Billups (12)	Pepsi Center 15,823	3-0
4	November 3	@ Pacers	W 111–93 (OT)	Carmelo Anthony (25)	Nenê (13)	Anthony Carter (5)	Conseco Fieldhouse 10,627	4-0
5	November 4	@ Nets	W 122–94 (OT)	Ty Lawson (23)	Kenyon Martin (10)	Chauncey Billups (5)	Izod Center 15,319	5-0
7	November 7	@ Hawks	L 100–125 (OT)	Carmelo Anthony (30)	Chris Andersen (11)	Chauncey Billups (7)	Philips Arena 17,801	5-2
8	November 10	@ Bulls	W 90–89 (OT)	Carmelo Anthony (20)	Nenê (12)	Chauncey Billups (6)	United Center 21,409	6-2
9	November 11	@ Bucks	L 102–108 (OT)	Carmelo Anthony (32)	Carmelo Anthony (10)	Chauncey Billups , Ty Lawson (5)	Bradley Center 12,987	6-3
10	November 13	Lakers	W 105–79 (OT)	Carmelo Anthony (25)	Chris Andersen (11)	Chauncey Billups (8)	Pepsi Center 19,141	7-3
11	November 17	Raptors	W 130–112 (OT)	Carmelo Anthony (32)	Nenê (10)	Chauncey Billups (10)	Pepsi Center 16,446	8-3
12	November 20	@ Clippers	L 99–106 (OT)	Carmelo Anthony (37)	Nenê (12)	Chauncey Billups (7)	Staples Center 18,155	8-4
13	November 21	Bulls	W 112–93 (OT)	Carmelo Anthony (30)	Carmelo Anthony , Kenyon Martin (11)	Carmelo Anthony (7)	Pepsi Center 19,359	9-4
14	November 24	Nets	W 101–87 (OT)	Carmelo Anthony (27)	Nenê (9)	Chauncey Billups (7)	Pepsi Center 16,307	10-4
15	November 25	@ Timberwolves	W 124–111 (OT)	Carmelo Anthony (22)	Nenê (8)	Nenê , Ty Lawson (6)	Target Center 13,101	11-4
16	November 27	Knicks	W 128–125 (OT)	Carmelo Anthony (50)	Nenê , Kenyon Martin (11)	Chauncey Billups (8)	Pepsi Center 19,155	12-4
