Race Name	Circuit	Date	Winning driver	Constructor	Report
I Gran Premio di Siracusa	Syracuse	11 March	Luigi Villoresi	Ferrari	Report
XII Pau Grand Prix	Pau	26 March	Luigi Villoresi	Ferrari	Report
III Richmond Trophy	Goodwood	26 March	B. Bira	Maserati	Report
VI Gran Premio di Sanremo	Ospedaletti	22 April	Alberto Ascari	Ferrari	Report
I Grand Prix de Bordeaux	Bordeaux	29 April	Louis Rosier	Talbot-Lago	Report
III BRDC International Trophy	Silverstone	5 May	Reg Parnell	Ferrari	Report
V Grand Prix de Paris	Bois de Boulogne	20 May	Giuseppe Farina	Maserati	Report
V Ulster Trophy	Dundrod	2 June	Giuseppe Farina	Alfa Romeo	Report
I Scottish Grand Prix	Winfield	21 July	Philip Fotheringham-Parker	Maserati	Report
II Grote Prijs van Nederland	Zandvoort	22 July	Louis Rosier	Talbot-Lago	Report
XIII Grand Prix de l'Albigeois	Albi	5 August	Maurice Trintignant	Simca - Gordini	Report
XX Circuito di Pescara	Pescara	15 August	José Froilán González	Ferrari	Report
V Gran Premio di Bari	Bari	2 September	Juan Manuel Fangio	Alfa Romeo	Report
