Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
49	February 3	@ Houston	L 100–107 (OT)	Luol Deng (28)	Tyrus Thomas (13)	Derrick Rose (7)	Toyota Center 16,653	21–28
50	February 4	@ New Orleans	W 107–93 (OT)	Derrick Rose (21)	Tyrus Thomas (10)	Ben Gordon (7)	New Orleans Arena 16,270	22–28
51	February 7	@ Dallas	L 114–115 (OT)	Ben Gordon (28)	Tyrus Thomas (12)	Derrick Rose (9)	American Airlines Center 20,349	22–29
52	February 10	Detroit	W 107–102 (OT)	Ben Gordon (24)	Joakim Noah (16)	Kirk Hinrich (5)	United Center 21,896	23–29
53	February 12	Miami	L 93–95 (OT)	Ben Gordon (34)	Joakim Noah (11)	Derrick Rose (6)	United Center 21,801	23–30
54	February 18	@ Milwaukee	W 113–104 (OT)	Kirk Hinrich (31)	Joakim Noah (9)	Derrick Rose (9)	Bradley Center 15,309	24–30
55	February 20	Denver	W 116–99 (OT)	Ben Gordon (37)	Luol Deng , Tyrus Thomas (12)	Kirk Hinrich (8)	United Center 21,790	25–30
56	February 22	@ Indiana	L 91–98 (OT)	Ben Gordon (28)	Joakim Noah (12)	Derrick Rose (8)	Conseco Fieldhouse 17,083	25–31
57	February 24	Orlando	W 120–102 (OT)	Derrick Rose (22)	Joakim Noah (8)	Derrick Rose , Brad Miller (5)	United Center 21,902	26–31
58	February 25	@ New Jersey	L 99–111 (OT)	Ben Gordon (17)	Tyrus Thomas (11)	Kirk Hinrich , Derrick Rose (5)	Izod Center 14,075	26–32
59	February 27	@ Washington	L 90–113 (OT)	John Salmons (25)	Brad Miller (11)	Luol Deng , John Salmons , Derrick Rose (3)	Verizon Center 18,114	26–33
60	February 28	Houston	W 105–102 (OT)	Derrick Rose (22)	Joakim Noah (15)	Derrick Rose (7)	United Center 22,394	27–33
