Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
46	February 2	@ Sacramento	101–105	Gordon (33)	Wallace (9)	Hinrich , Duhon (3)	ARCO Arena 15,526	18–28
47	February 4	@ Seattle	118–108	Smith (25)	Wallace , Smith (10)	Wallace (7)	KeyArena 10,935	19–28
48	February 6	@ Portland	97–100	Sefolosha , Nocioni (22)	Wallace (8)	Duhon (9)	Rose Garden 20,126	19–29
49	February 7	@ Golden State	114–108	Duhon (34)	Noah (10)	Duhon (9)	Oracle Arena 19,596	20–29
50	February 9	@ Utah	87–97	Sefolosha (22)	Sefolosha , Wallace (7)	Duhon (8)	EnergySolutions Arena 19,911	20–30
51	February 12	New Orleans	86–100	Nocioni (28)	Wallace (16)	Duhon (5)	United Center 21,739	20–31
52	February 14	Miami	99–92	Hinrich (24)	Sefolosha , Thomas (12)	Duhon (8)	United Center 21,792	21–31
53	February 20	@ New Jersey	102–110	Smith (17)	Nocioni , Smith , Wallace (9)	Hinrich (6)	Izod Center 15,150	21–32
54	February 22	Denver	135–121	Gordon (37)	Thomas (11)	Hinrich (14)	United Center 21,848	22–32
55	February 24	@ Houston	97–110	Thomas (18)	Gooden (8)	Hinrich (10)	Toyota Center 18,275	22–33
56	February 25	@ Dallas	94–102	Gordon (25)	Deng (9)	Gordon (4)	American Airlines Center 20,340	22–34
57	February 27	@ Indiana	113–107	Hughes (29)	Gooden (15)	Gordon , Hughes (6)	Conseco Fieldhouse 10,556	23–34
58	February 29	Washington	91–97	Nocioni (19)	Deng (11)	Hughes (6)	United Center 21,884	23–35
