Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	@ LA Lakers	L 105–124 (OT)	Rudy Gay (30)	Marc Gasol (8)	Mike Conley (8)	Staples Center 18,997	2–2
5	November 3	@ Golden State	L 109–115 (OT)	Rudy Gay (35)	Marc Gasol (8)	Mike Conley (13)	Oracle Arena 16,607	2–3
6	November 5	@ Phoenix	L 118–123 (2OT)	Rudy Gay , Marc Gasol (26)	Zach Randolph (14)	Mike Conley (7)	US Airways Center 16,470	2–4
7	November 6	@ Sacramento	W 100–91 (OT)	Rudy Gay (32)	Zach Randolph (11)	Mike Conley (5)	ARCO Arena 14,085	3–4
8	November 8	Phoenix	W 109–99 (OT)	Zach Randolph (23)	Zach Randolph (20)	Mike Conley (6)	FedExForum 10,786	4–4
9	November 10	Dallas	L 91–106 (OT)	Zach Randolph (23)	Rudy Gay , Zach Randolph (9)	Mike Conley (5)	FedExForum 10,767	4–5
10	November 13	Boston	L 110–116 (OT)	Rudy Gay (22)	Zach Randolph (11)	Marc Gasol (5)	FedExForum 18,119	4–6
11	November 15	@ Orlando	L 72–89 (OT)	Marc Gasol (14)	Zach Randolph , Rudy Gay (9)	Mike Conley (8)	Amway Center 18,846	4–7
12	November 16	Portland	L 99–100 (OT)	Rudy Gay (20)	Zach Randolph (14)	Mike Conley (6)	FedExForum 10,827	4–8
13	November 19	@ Washington	L 86–89 (OT)	Zach Randolph (19)	Zach Randolph (12)	Mike Conley (6)	Verizon Center 13,504	4–9
14	November 20	Miami	W 97–95 (OT)	Zach Randolph (21)	Zach Randolph (13)	Mike Conley (6)	FedExForum 18,119	5–9
15	November 24	Detroit	W 105–84 (OT)	Zach Randolph (21)	Zach Randolph (14)	Mike Conley (7)	FedExForum 11,283	6–9
16	November 26	Golden State	W 116–111 (OT)	Rudy Gay (25)	Zach Randolph (7)	Mike Conley (5)	FedExForum 14,753	7–9
17	November 27	@ Cleveland	L 86–92 (OT)	Rudy Gay (17)	Zach Randolph (11)	Rudy Gay (6)	Quicken Loans Arena 20,562	7–10
