Place	Player	Country	Score	To par
1	Miguel Ángel Jiménez	Spain	64	−6
T2	Ben Curtis	United States	65	−5
T2	Kenichi Kuboya	Japan	65	−5
T2	Tom Watson	United States	65	−5
T5	Stewart Cink	United States	66	−4
T5	Mathew Goggin	Australia	66	−4
T5	John Senden	Australia	66	−4
T5	Steve Stricker	United States	66	−4
T5	Camilo Villegas	Colombia	66	−4
T10	Mark Calcavecchia	United States	67	−3
T10	Jim Furyk	United States	67	−3
T10	Retief Goosen	South Africa	67	−3
T10	Branden Grace	South Africa	67	−3
T10	James Kingston	South Africa	67	−3
T10	Steve Marino	United States	67	−3
T10	Mark O'Meara	United States	67	−3
T10	Vijay Singh	Fiji	67	−3
T10	Richard Sterne	South Africa	67	−3
T10	Boo Weekley	United States	67	−3
T10	Mike Weir	Canada	67	−3
