Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 2	@ New Jersey	W 117–101 (OT)	Dirk Nowitzki (24)	Erick Dampier (11)	Jason Kidd (10)	IZOD Center 11,689	14-5
20	December 4	@ Memphis	L 82–98 (OT)	Jason Terry (18)	Shawn Marion (11)	Jason Kidd (7)	FedExForum 13,020	14-6
21	December 5	Atlanta	L 75–80 (OT)	Dirk Nowitzki (32)	Erick Dampier (12)	Jason Kidd (6)	American Airlines Center 19,550	14-7
22	December 8	Phoenix	W 102–101 (OT)	Dirk Nowitzki (33)	Dirk Nowitzki (8)	Jason Kidd (11)	American Airlines Center 19,857	15-7
23	December 11	@ Miami	W 106–93 (OT)	Dirk Nowitzki (25)	Erick Dampier (17)	Jason Kidd (11)	American Airlines Arena 18,703	16-7
24	December 12	Charlotte	W 98–97 (OT)	Dirk Nowitzki (36)	Erick Dampier (18)	Jason Kidd (9)	American Airlines Center 20,151	17-7
25	December 14	New Orleans	W 94–90 (OT)	José Juan Barea (23)	Erick Dampier , Josh Howard (8)	Jason Kidd (13)	American Airlines Center 19,737	18-7
26	December 16	@ Oklahoma City	W 100–86 (OT)	Dirk Nowitzki (35)	Dirk Nowitzki (11)	Jason Kidd (9)	Ford Center 18,203	19-7
27	December 18	Houston	L 108–116 (OT)	José Juan Barea (23)	Erick Dampier (14)	Jason Kidd (10)	American Airlines Center 19,890	19-8
28	December 20	Cleveland	W 102–95 (OT)	Tim Thomas (22)	Erick Dampier (10)	Jason Kidd (11)	American Airlines Center 20,346	20-8
29	December 22	Portland	L 81–85 (OT)	Dirk Nowitzki (27)	Erick Dampier (15)	Jason Kidd (6)	American Airlines Center 19,863	20-9
30	December 26	Memphis	W 106–101 (OT)	Jason Terry (23)	Erick Dampier (10)	Jason Kidd (10)	American Airlines Center 20,195	21-9
31	December 27	@ Denver	W 104–96 (OT)	Drew Gooden (19)	Dirk Nowitzki (11)	Jason Kidd (9)	Pepsi Center 19,756	22-9
