Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
33	January 2	Houston	W 94–73 (OT)	Andrea Bargnani , Chris Bosh (19)	Anthony Parker , Jake Voskuhl (8)	Will Solomon (7)	Air Canada Centre 19,800	13–20
34	January 4	Orlando	W 108–102 (OT)	Anthony Parker (26)	Chris Bosh (11)	Roko Ukić (7)	Air Canada Centre 19,322	14–20
35	January 5	@ Milwaukee	L 97–107 (OT)	Chris Bosh (31)	Chris Bosh (11)	Will Solomon (11)	Bradley Center 12,599	14–21
36	January 7	@ Washington	W 99–93 (OT)	Andrea Bargnani (25)	Chris Bosh , Joey Graham (8)	Chris Bosh (6)	Verizon Center 13,864	15–21
37	January 9	Memphis	W 103–82 (OT)	Chris Bosh (32)	Chris Bosh (10)	Will Solomon (9)	Air Canada Centre 18,486	16–21
39	January 12	@ Boston	L 109–115 (OT)	Andrea Bargnani (23)	Chris Bosh (11)	Will Solomon (5)	TD Banknorth Garden 18,624	16–23
40	January 14	Chicago	L 98–102 (OT)	Andrea Bargnani (31)	Andrea Bargnani (10)	Will Solomon (7)	Air Canada Centre 18,494	16–24
41	January 16	@ Indiana	L 104–111 (OT)	Chris Bosh (25)	Chris Bosh (16)	Anthony Parker (5)	Conseco Fieldhouse 13,234	16–25
42	January 18	Phoenix	L 113–117 (OT)	Anthony Parker (26)	Chris Bosh (12)	Anthony Parker (5)	Air Canada Centre 19,800	16–26
43	January 19	@ Atlanta	L 84–87 (OT)	Chris Bosh (22)	Chris Bosh (14)	Anthony Parker (9)	Philips Arena 17,199	16–27
44	January 21	@ Detroit	L 76–95 (OT)	Chris Bosh (19)	Jamario Moon (7)	Anthony Parker (8)	The Palace of Auburn Hills 22,076	16–28
45	January 23	@ Chicago	W 114–94 (OT)	José Calderón (23)	Chris Bosh (6)	José Calderón (10)	United Center 20,886	17–28
46	January 25	Sacramento	W 113–97 (OT)	Chris Bosh (31)	Jermaine O'Neal (10)	José Calderón (8)	Air Canada Centre 18,127	18–28
47	January 28	@ New Jersey	W 107–106 (OT)	Anthony Parker (21)	Anthony Parker (7)	José Calderón (11)	Izod Center 10,138	19–28
