Res.	Record	Opponent	Method	Event	Round	Time	Location
Loss	16-7	Gesias Cavalcante	TKO (punches)	World Series of Fighting 4	3	1:37	Ontario, California , United States
Win	16-6	Efrain Escudero	Decision (unanimous)	RFA 4: Griffin vs. Escudero	3	5:00	Las Vegas, Nevada , United States
Loss	15–6	Bart Palaszewski	KO (punches)	UFC 137	1	2:45	Las Vegas, Nevada , United States
Win	15–5	Manny Gamburyan	Decision (majority)	UFC Live: Kongo vs. Barry	3	5:00	Pittsburgh, Pennsylvania , United States
Loss	14–5	Nik Lentz	Decision (split)	UFC 123	3	5:00	Auburn Hills, Michigan , United States
Loss	14–4	Takanori Gomi	KO (punch)	UFC Live: Jones vs. Matyushenko	1	1:04	San Diego, California , United States
Loss	14–3	Evan Dunham	Decision (split)	UFC 115	3	5:00	Vancouver, British Columbia , Canada
Win	14–2	Hermes França	KO (punches)	UFC 103	2	3:26	Dallas, Texas , United States
Win	13–2	Rafael dos Anjos	Decision (unanimous)	UFC Fight Night: Condit vs. Kampmann	3	5:00	Nashville, Tennessee , United States
Loss	12–2	Sean Sherk	Decision (unanimous)	UFC 90	3	5:00	Rosemont, Illinois , United States
Win	12–1	Marcus Aurélio	Decision (unanimous)	UFC 86	3	5:00	Las Vegas, Nevada , United States
Win	11–1	Gleison Tibau	Decision (unanimous)	UFC 81	3	5:00	Las Vegas, Nevada , United States
Win	10–1	Thiago Tavares	Decision (unanimous)	UFC 76	3	5:00	Anaheim, California , United States
Win	9–1	Clay Guida	Decision (split)	UFC 72	3	5:00	Belfast , Northern Ireland
Loss	8–1	Frankie Edgar	Decision (unanimous)	UFC 67	3	5:00	Las Vegas, Nevada , United States
Win	8–0	David Lee	Submission (rear-naked choke)	UFC 63	1	1:50	Anaheim, California , United States
Win	7–0	Duane Ludwig	TKO (punches)	Strikeforce: Revenge	1	3:57	San Jose, California , United States
Win	6–0	Chuck Kim	Submission (rear-naked choke)	GC 49: Face Off	1	3:34	Lakeport, California , United States
Win	5–0	Melchor Manibusan	TKO (punches)	FFCF 5: Unleashed	1	4:05	Mangilao , Guam
Win	4–0	Jorge Evangelista	KO (punches)	GC 46: Avalanche	1	3:14	Coarsegold, California , United States
Win	3–0	Urijah Faber	TKO (punches)	GC 42: Summer Slam	3	0:05	Lakeport, California , United States
Win	2–0	Cody Williams	Submission (rear-naked choke)	GC 36: Proving Grounds	1	2:05	Porterville, California , United States
Win	1–0	Ryan Frost	TKO (punches)	GC 32: King of the Hill	1	1:16	Colusa, California , United States
