Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 2	@ New Orleans	W 97–89 (OT)	LaMarcus Aldridge (22)	LaMarcus Aldridge (11)	Jerryd Bayless (6)	New Orleans Arena 14,781	30–17
48	February 4	@ Dallas	L 99–104 (OT)	Brandon Roy (26)	Brandon Roy (7)	Jerryd Bayless , Travis Outlaw (4)	American Airlines Center 19,767	30–18
49	February 6	@ Oklahoma City	L 93–102 (OT)	Brandon Roy (32)	Brandon Roy (9)	Brandon Roy (6)	Ford Center 18,694	30–19
50	February 8	New York	W 109–108 (OT)	Travis Outlaw (23)	Greg Oden (12)	Brandon Roy (8)	Rose Garden 20,609	31–19
51	February 11	Oklahoma City	W 106–92 (OT)	Brandon Roy (22)	Joel Przybilla (14)	Jerryd Bayless (8)	Rose Garden 20,050	32–19
52	February 12	@ Golden State	L 98–105 (OT)	Brandon Roy (37)	Travis Outlaw (12)	Sergio Rodríguez (7)	Oracle Arena 19,322	32–20
53	February 18	Memphis	W 94–90 (OT)	Brandon Roy (24)	Joel Przybilla (15)	Brandon Roy (9)	Rose Garden 20,385	33–20
54	February 20	Atlanta	W 108–98 (OT)	Brandon Roy (27)	LaMarcus Aldridge (11)	Steve Blake , Brandon Roy (5)	Rose Garden 20,250	34–20
55	February 22	L.A. Clippers	W 116–87 (OT)	LaMarcus Aldridge (28)	LaMarcus Aldridge (10)	Steve Blake (17)	Rose Garden 20,447	35–20
56	February 24	@ Houston	L 94–98 (OT)	Brandon Roy (24)	LaMarcus Aldridge , Joel Przybilla (8)	Brandon Roy , Steve Blake (5)	Toyota Center 17,515	35–21
57	February 25	@ San Antonio	L 84–99 (OT)	Channing Frye (15)	Joel Przybilla (10)	Sergio Rodríguez (7)	AT&T Center 18,672	35–22
58	February 27	@ Minnesota	W 102–82 (OT)	Brandon Roy (19)	LaMarcus Aldridge (10)	Steve Blake (6)	Target Center 17,017	36–22
