Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 2	L.A. Lakers	W 118–117 (OT)	Danny Granger (32)	Troy Murphy (17)	T. J. Ford (8)	Conseco Fieldhouse 16,412	7–10
18	December 3	@ Boston	L 96–114 (OT)	Danny Granger (20)	Troy Murphy (10)	T. J. Ford (8)	TD Banknorth Garden 18,624	7–11
19	December 5	@ Cleveland	L 73–97 (OT)	Troy Murphy (15)	Jeff Foster (7)	Danny Granger (5)	Quicken Loans Arena 20,562	7–12
20	December 7	Boston	L 117–122 (OT)	Marquis Daniels (26)	Marquis Daniels , Jeff Foster (7)	Danny Granger (6)	Conseco Fieldhouse 16,102	7–13
21	December 10	@ Toronto	L 88–101 (OT)	Danny Granger (22)	Troy Murphy (20)	Troy Murphy (6)	Air Canada Centre 17,877	7–14
22	December 12	@ Detroit	L 110–114 (OT)	Danny Granger (42)	Troy Murphy (11)	T. J. Ford (10)	The Palace of Auburn Hills 22,076	7–15
23	December 13	@ Milwaukee	L 103–121 (OT)	T. J. Ford (27)	Troy Murphy (11)	T. J. Ford (6)	Bradley Center 14,921	7–16
24	December 15	@ Washington	W 118–98 (OT)	Danny Granger (27)	Troy Murphy (12)	Marquis Daniels (7)	Verizon Center 14,502	8–16
25	December 17	Golden State	W 127–120 (OT)	Danny Granger (41)	Danny Granger , Brandon Rush , Jeff Foster (11)	Danny Granger (6)	Conseco Fieldhouse 11,151	9–16
26	December 19	L.A. Clippers	L 109–117 (2OT)	Jarrett Jack (27)	Jeff Foster (11)	Jarrett Jack (7)	Conseco Fieldhouse 12,653	9–17
27	December 20	@ Philadelphia	W 95–94 (OT)	T. J. Ford (25)	Jeff Foster (10)	Jarrett Jack (8)	Wachovia Center 14,599	10–17
28	December 23	New Jersey	L 107–108 (OT)	Danny Granger (26)	Jeff Foster (14)	Jarrett Jack (8)	Conseco Fieldhouse 11,272	10–18
29	December 26	@ Memphis	L 105–108 (OT)	Marquis Daniels (28)	Troy Murphy (12)	Jarrett Jack , Danny Granger (5)	FedExForum 12,346	10–19
30	December 28	New Orleans	L 103–105 (OT)	Danny Granger (34)	Troy Murphy (16)	Jarrett Jack , Marquis Daniels (6)	Conseco Fieldhouse 14,374	10–20
31	December 30	Atlanta	L 104–110 (OT)	Danny Granger (25)	Troy Murphy (14)	Danny Granger (5)	Conseco Fieldhouse 13,762	10–21
