Place	Player	Country	Score	To par
1	Greg Turner	New Zealand	65	–5
2	Jonathan Lomas	England	66	–4
3	Andrew Magee	United States	67	–3
T4	John Daly	United States	68	–2
T4	David Edwards	United States	68	–2
T4	David Feherty	Northern Ireland	68	–2
T4	Wayne Grady	Australia	68	–2
T4	Ross McFarlane	England	68	–2
T4	Jesper Parnevik	Sweden	68	–2
T4	Loren Roberts	United States	68	–2
T4	Peter Senior	Australia	68	–2
T4	Jean van de Velde	France	68	–2
T4	Tom Watson	United States	68	–2
T4	Brian Watts	United States	68	–2
