Date	Opponent	Score	Loss	Attendance	Record
September 1	Orioles	5-4	Williams (2-4)	31,179	78-56
September 2	Orioles	5-6	Haren (12-11)	24,383	78-57
September 3	Orioles	10-1	Penn (0-1)	26,280	79-57
September 4	Rangers	1-8	Zito (15-9)	23,949	79-58
September 5	Rangers	4-5	Saarloos (7-7)	27,225	79-59
September 6	Rangers	9-6	Rupe (0-1)	17,838	80-59
September 8	@ Devil Rays	8-6	Shields (6-7)	12,821	81-59
September 9	@ Devil Rays	6-9	Loaiza (9-8)	22,016	81-60
September 10	@ Devil Rays	9-7	Camp (7-3)	16,791	82-60
September 11	@ Twins	4-9	Blanton (15-11)	15,728	82-61
September 12	@ Twins	5-7	Kennedy (4-1)	20,991	82-62
September 13	@ Twins	1-0	Garza (1-5)	18,902	83-62
September 15	White Sox	4-2	Garland (17-5)	26,809	84-62
September 16	White Sox	7-4	Thornton (5-3)	32,169	85-62
September 17	White Sox	5-4	Contreras (13-8)	28,806	86-62
September 18	Indians	2-7	Haren (14-12)	17,352	86-63
September 19	Indians	7-3	Lee (12-11)	15,866	87-63
September 20	Indians	4-3	Cabrera (3-3)	25,131	88-63
September 21	Indians	7-4	Sabathia (11-11)	20,452	89-63
September 22	Angels	5-4 (12)	F. Rodríguez (2-3)	35,077	90-63
September 23	Angels	2-6	Blanton (16-12)	34,077	90-64
September 24	Angels	1-7	Haren (14-13)	34,077	90-65
September 25	@ Mariners	9-10 (10)	Calero (3-2)	20,982	90-66
September 26	@ Mariners	12-3	Woods (6-4)	19,604	91-66
September 27	@ Mariners	7-6 (10)	Sherrill (2-4)	23,421	92-66
September 28	@ Angels	0-2	Zito (16-10)	41,944	92-67
September 29	@ Angels	0-6	Loaiza (11-9)	43,948	92-68
September 30	@ Angels	6-7	Flores (1-2)	43,944	92-69
