Place	Player	Country	Score	To par	Money ( $ )
1	Hale Irwin	United States	69-70-74-67=280	–8	Playoff
1	Mike Donald	United States	67-70-72-71=280	–8	Playoff
T3	Billy Ray Brown	United States	69-71-69-72=281	–7	56,878
T3	Nick Faldo	England	72-72-68-69=281	–7	56,878
T5	Mark Brooks	United States	68-70-72-73=283	–5	33,271
T5	Greg Norman	Australia	72-73-69-69=283	–5	33,271
T5	Tim Simpson	United States	66-69-75-73=283	–5	33,271
T8	Scott Hoch	United States	70-73-69-72=284	–4	22,236
T8	Steve Jones	United States	67-76-74-67=284	–4	22,236
T8	José María Olazábal	Spain	73-69-69-73=284	–4	22,236
T8	Tom Sieckmann	United States	70-74-68-72=284	–4	22,236
T8	Craig Stadler	United States	71-70-72-71=284	–4	22,236
T8	Fuzzy Zoeller	United States	73-70-68-73=284	–4	22,236
