Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
30	January 2	@ Orlando	L 94–96 (OT)	Damon Stoudamire (32)	Popeye Jones (11)	Damon Stoudamire (12)	Orlando Arena 17,248	10-20
31	January 4	@ Detroit	L 74–118 (OT)	Doug Christie (20)	Popeye Jones (7)	Damon Stoudamire (5)	The Palace of Auburn Hills 21,454	10-21
32	January 7	L.A. Clippers	L 80–87 (OT)	Damon Stoudamire (25)	Doug Christie (11)	Damon Stoudamire (9)	SkyDome 15,249	10-22
33	January 9	Utah	W 110–96 (OT)	Damon Stoudamire (27)	Popeye Jones (14)	Doug Christie (10)	SkyDome 12,410	11-22
34	January 11	@ New Jersey	W 123–106 (OT)	Damon Stoudamire , Walt Williams (28)	Marcus Camby , Popeye Jones (9)	Doug Christie , Damon Stoudamire (9)	Continental Airlines Arena 15,527	12-22
35	January 12	Orlando	L 85–88 (OT)	Walt Williams (22)	Popeye Jones (10)	Damon Stoudamire (14)	SkyDome 21,416	12-23
36	January 15	@ Seattle	L 78–122 (OT)	Doug Christie , Carlos Rogers (15)	Carlos Rogers , Walt Williams (7)	Damon Stoudamire (7)	KeyArena 17,072	12-24
37	January 17	@ Portland	W 94–92 (OT)	Damon Stoudamire (24)	Popeye Jones (12)	Doug Christie (8)	Rose Garden 20,212	13-24
38	January 19	@ Vancouver	L 92–100 (OT)	Damon Stoudamire (34)	Marcus Camby (11)	Damon Stoudamire (6)	General Motors Place 17,474	13-25
39	January 21	Minnesota	W 118–106 (OT)	Walt Williams (32)	Popeye Jones (10)	Damon Stoudamire (17)	SkyDome 15,589	14-25
40	January 23	Miami	L 87–99 (OT)	Walt Williams (23)	Marcus Camby (10)	Damon Stoudamire (11)	SkyDome 15,817	14-26
41	January 25	@ Chicago	L 98–110 (OT)	Damon Stoudamire (26)	Popeye Jones (16)	Damon Stoudamire (11)	United Center 23,913	14-27
42	January 28	Portland	W 120–84 (OT)	Doug Christie (33)	Clifford Rozier (11)	Damon Stoudamire (13)	SkyDome 15,327	15-27
