Date	Opponent	Score	Loss	Attendance	Record
August 1	White Sox	6 - 3	Nagy (12-7)	43,067	63-41
August 2	@ Red Sox	7 - 5	Garces (0-1)	33,218	64-41
August 3	@ Red Sox	5 - 4	Wakefield (3-8)	33,650	65-41
August 4	@ Red Sox	7 - 2	Colón (10-4)	33,282	65-42
August 6	@ Devil Rays	4 - 2	Burba (8-7)	34,623	65-43
August 7	@ Devil Rays	15 - 10	Witt (6-8)	39,512	66-43
August 8	@ Devil Rays	5 - 3	Wright (7-7)	33,052	66-44
August 9	@ Angels	4 - 0	Hill (4-11)	22,013	67-44
August 10	@ Angels	2 - 1 (10)	Petkovsek (9-4)	25,777	68-44
August 11	@ Angels	4 - 3	Sparks (5-9)	26,399	69-44
August 13	Orioles	6 - 3	Erickson (8-10)	43,073	70-44
August 14	Orioles	7 - 1	Johnson (3-7)	43,103	71-44
August 15	Orioles	5 - 1	Ponson (11-8)	43,020	72-44
August 16	Rangers	13 - 5	Rincón (2-3)	43,226	72-45
August 17	Rangers	15 - 4	Langston (1-2)	42,987	72-46
August 18	Rangers	6 - 1	Nagy (13-8)	42,997	72-47
August 19	Rangers	8 - 0	Morgan (12-8)	43,263	73-47
August 20	@ Mariners	7 - 4	Halama (9-5)	44,915	74-47
August 21	@ Mariners	6 - 0	Meche (4-3)	44,891	75-47
August 22	@ Mariners	7 - 4 (10)	Mesa (1-5)	44,941	76-47
August 23	@ Mariners	4 - 1	Nagy (13-9)	44,689	76-48
August 24	@ Athletics	11 - 10	Shuey (7-5)	17,417	76-49
August 25	@ Athletics	12 - 4	Oquist (9-9)	21,328	77-49
August 27	Devil Rays	2 - 1	Arrojo (4-9)	43,303	78-49
August 28	Devil Rays	3 - 0	Witt (7-11)	43,190	79-49
August 29	Devil Rays	6 - 4	Haney (0-1)	43,151	79-50
August 30	Angels	7 - 5	Levine (1-1)	43,295	80-50
August 31	Angels	14 - 12	Percival (3-4)	43,284	81-50
