Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
35	January 1	@ San Antonio	L 74–101 (OT)	Kevin Durant (16)	Serge Ibaka (13)	Thabo Sefolosha (3)	AT&T Center 18,581	23–12
36	January 4	@ Memphis	L 105–110 (OT)	Kevin Durant , Russell Westbrook (28)	Kevin Durant (9)	Russell Westbrook (7)	FedEx Forum 12,765	23–13
37	January 6	@ Dallas	W 99–95 (OT)	Kevin Durant (28)	Jeff Green , Nenad Krstić (9)	Russell Westbrook (9)	American Airlines Center 20,282	24–13
38	January 8	Memphis	W 109–100 (OT)	Kevin Durant (40)	Kevin Durant (8)	Russell Westbrook (11)	Oklahoma City Arena 18,203	25–13
39	January 12	@ Houston	W 118–112 (OT)	Kevin Durant (30)	Thabo Sefolosha (13)	Russell Westbrook (13)	Toyota Center 16,158	26–13
40	January 13	Orlando	W 125–124 (OT)	Kevin Durant (36)	Nenad Krstić (11)	Russell Westbrook (13)	Oklahoma City Arena 18,203	27–13
41	January 17	@ L.A. Lakers	L 94–101 (OT)	Russell Westbrook (32)	Serge Ibaka (10)	Russell Westbrook (12)	Staples Center 18,997	27–14
42	January 19	@ Denver	L 107–112 (OT)	Russell Westbrook (28)	Nick Collison , Serge Ibaka (9)	Russell Westbrook (10)	Pepsi Center 16,872	27–15
43	January 22	New York	W 101–98 (OT)	Kevin Durant (30)	Serge Ibaka (15)	Russell Westbrook (5)	Oklahoma City Arena 18,203	28–15
44	January 24	@ New Orleans	L 89–91 (OT)	Kevin Durant (22)	Serge Ibaka (10)	Russell Westbrook (10)	New Orleans Arena 17,233	28–16
45	January 26	@ Minnesota	W 118–117 (OT)	Kevin Durant (47)	Kevin Durant (18)	Russell Westbrook (8)	Target Center 14,979	29–16
46	January 28	Washington	W 124–117 (2OT)	Kevin Durant (40)	Russell Westbrook (13)	Russell Westbrook (13)	Oklahoma City Arena 18,203	30–16
