Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 2	Detroit	W 92–85 (OT)	John Salmons (22)	Joakim Noah (14)	Derrick Rose , Brad Miller (6)	United Center 21,523	7–9
17	December 4	@ Cleveland	L 87–101 (OT)	Taj Gibson (14)	Taj Gibson (13)	Derrick Rose (7)	Quicken Loans Arena 20,562	7–10
18	December 5	Toronto	L 78–110 (OT)	John Salmons , Jannero Pargo (13)	Joakim Noah (7)	Derrick Rose (5)	United Center 20,481	7–11
19	December 8	New Jersey	L 101–103 (OT)	Luol Deng , Derrick Rose (27)	Luol Deng , Joakim Noah (9)	Derrick Rose (10)	United Center 17,872	7–12
20	December 9	@ Atlanta	L 83–118 (OT)	Derrick Rose (19)	Joakim Noah (11)	Derrick Rose (7)	Philips Arena 16,808	7–13
21	December 11	Golden State	W 96–91 (OT)	Luol Deng (21)	Joakim Noah (14)	Luol Deng (6)	United Center 18,803	8–13
22	December 12	Boston	L 80–106 (OT)	Derrick Rose (19)	Joakim Noah (13)	John Salmons (9)	United Center 21,257	8–14
23	December 15	L.A. Lakers	L 87–96 (OT)	Luol Deng , Derrick Rose (21)	Joakim Noah (20)	Derrick Rose , Brad Miller (6)	United Center 21,416	8–15
24	December 17	New York	W 98–89 (OT)	Luol Deng (24)	Luol Deng (13)	Derrick Rose (6)	United Center 19,791	9–15
25	December 19	Atlanta	W 101–98 (OT)	Derrick Rose (32)	Luol Deng (12)	Derrick Rose , Luol Deng (6)	United Center 21,381	10–15
26	December 21	Sacramento	L 98–102 (OT)	Luol Deng (26)	Joakim Noah (10)	Derrick Rose (7)	United Center 19,631	10–16
27	December 22	@ New York	L 81–88 (OT)	Derrick Rose (26)	Joakim Noah (21)	Derrick Rose (4)	Madison Square Garden 19,763	10–17
28	December 26	New Orleans	W 96–85 (OT)	Tyrus Thomas (21)	Joakim Noah (18)	Derrick Rose (9)	United Center 22,008	11–17
29	December 29	Indiana	W 104–95 (OT)	Derrick Rose (28)	Tyrus Thomas (15)	Derrick Rose (6)	United Center 21,887	12–17
