Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
62	March 1	@ Toronto	L 90–96 (OT)	David West (19)	David West (10)	Chris Paul (5)	Air Canada Centre 14,704	35–27
63	March 2	@ New York	L 88–107 (OT)	Jarrett Jack (21)	Emeka Okafor (8)	Chris Paul (10)	Madison Square Garden 19,763	35–28
64	March 4	@ Memphis	W 98–91 (OT)	Chris Paul (23)	Carl Landry (10)	Chris Paul (14)	FedExForum 15,367	36–28
65	March 6	@ Cleveland	W 96–81 (OT)	David West (23)	Emeka Okafor , David West (7)	Chris Paul (11)	Quicken Loans Arena 18,754	37–28
66	March 7	@ Chicago	L 77–85 (OT)	Jarrett Jack (23)	David West (11)	Jarrett Jack , David West (3)	United Center 21,997	37–29
67	March 9	Dallas	W 93–92 (OT)	Marco Belinelli , Jarrett Jack (21)	David West (10)	Jarrett Jack (7)	New Orleans Arena 14,472	38–29
68	March 12	Sacramento	W 115–103 (OT)	Chris Paul (33)	David West (9)	Chris Paul (15)	New Orleans Arena 15,530	39–29
69	March 14	Denver	L 103–114 (OT)	Chris Paul (27)	Emeka Okafor (7)	Chris Paul (10)	New Orleans Arena 11,782	39–30
70	March 16	Phoenix	W 100–95 (OT)	Chris Paul (26)	Emeka Okafor (11)	Chris Paul (9)	New Orleans Arena 13,758	40–30
71	March 19	Boston	L 85–89 (OT)	David West (32)	Emeka Okafor (11)	Chris Paul (15)	New Orleans Arena 18,018	40–31
72	March 24	@ Utah	W 121–117 (OT)	David West (29)	Trevor Ariza (9)	Chris Paul (12)	EnergySolutions Arena 18,840	41–31
73	March 25	@ Phoenix	W 106–100 (OT)	Chris Paul (22)	Emeka Okafor (12)	Chris Paul (7)	US Airways Center 18,422	42–31
74	March 27	@ L.A. Lakers	L 84–102 (OT)	Carl Landry (24)	Emeka Okafor (11)	Chris Paul (9)	Staples Center 18,997	42–32
