Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
62	March 2	Charlotte	W 120–80 (OT)	Wilson Chandler (16)	Kenyon Martin , Nenê (8)	Ty Lawson (10)	Pepsi Center 14,255	36–26
63	March 3	@ Utah	W 103–101 (OT)	Ty Lawson (22)	Kenyon Martin , Nenê (8)	Raymond Felton , Ty Lawson (5)	EnergySolutions Arena 19,524	37–26
64	March 5	@ L.A. Clippers	L 94–100 (OT)	Nenê (25)	Nenê (14)	Ty Lawson (8)	Staples Center 19,060	37–27
65	March 10	@ Phoenix	W 116–97 (OT)	Nenê (22)	Gary Forbes (9)	Ty Lawson (11)	US Airways Center 17,465	38–27
66	March 12	Detroit	W 131–101 (OT)	J. R. Smith (31)	Nenê (11)	Ty Lawson (11)	Pepsi Center 19,155	39–27
67	March 14	@ New Orleans	W 114–103 (OT)	Ty Lawson (23)	Nenê (13)	Raymond Felton (12)	New Orleans Arena 11,782	40–27
68	March 16	@ Atlanta	W 102–87 (OT)	Nenê (20)	Wilson Chandler (10)	Ty Lawson (10)	Philips Arena 14,669	41–27
69	March 18	@ Orlando	L 82–85 (OT)	Wilson Chandler (20)	Kenyon Martin (10)	Raymond Felton (7)	Amway Center 19,113	41–28
70	March 19	@ Miami	L 98–103 (OT)	J. R. Smith (27)	Kenyon Martin (8)	Ty Lawson (6)	American Airlines Arena 19,600	41–29
71	March 21	Toronto	W 123–90 (OT)	Ty Lawson (23)	J. R. Smith (10)	Ty Lawson , J. R. Smith (8)	Pepsi Center 16,258	42–29
72	March 23	San Antonio	W 115–112 (OT)	Al Harrington (27)	Nenê (10)	Raymond Felton (8)	Pepsi Center 19,155	43–29
