Driver	Constructor	Laps	Time/Retired	Grid
Heinz-Harald Frentzen	Jordan - Mugen-Honda	72	1:58:24.343	5
Mika Häkkinen	McLaren - Mercedes	72	+11.092	14
Rubens Barrichello	Stewart - Ford	72	+43.432	1
Ralf Schumacher	Williams - Supertec	72	+45.475	16
Michael Schumacher	Ferrari	72	+47.881	6
Eddie Irvine	Ferrari	72	+48.901	17
Jarno Trulli	Prost - Peugeot	72	+57.771	8
Olivier Panis	Prost - Peugeot	72	+58.531	3
Ricardo Zonta	BAR - Supertec	72	+1:28.764	10
Luca Badoer	Minardi - Ford	71	+1 Lap	21
Pedro de la Rosa	Arrows	71	+1 Lap	19
Giancarlo Fisichella	Benetton - Playlife	42	Spun off	7
Damon Hill	Jordan - Mugen-Honda	31	Electrical	18
Alessandro Zanardi	Williams - Supertec	26	Engine	15
Jacques Villeneuve	BAR - Supertec	25	Spun off	12
Alexander Wurz	Benetton - Playlife	25	Spun off	13
Marc Gené	Minardi - Ford	25	Spun off	22
Jean Alesi	Sauber - Petronas	24	Spun off	2
David Coulthard	McLaren - Mercedes	9	Electrical	4
Pedro Diniz	Sauber - Petronas	6	Transmission	11
Johnny Herbert	Stewart - Ford	4	Gearbox	9
Toranosuke Takagi	Arrows	71	Disqualified	20
