Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	Charlotte	L 97–107 (OT)	Dwyane Wade (29)	Udonis Haslem (10)	Dwyane Wade (11)	American Airlines Arena 17,856	16–15
32	January 4	Atlanta	W 92–75 (OT)	Dwyane Wade (28)	Quentin Richardson (10)	Mario Chalmers (6)	American Airlines Arena 16,500	17–15
34	January 8	@ Phoenix	W 109–105 (OT)	Dwyane Wade (33)	Michael Beasley (10)	Dwyane Wade (8)	U.S. Airways Center 18,422	18–16
35	January 10	@ L.A. Clippers	L 84–94 (OT)	Dwyane Wade (24)	Jamal Magloire (8)	Quentin Richardson (3)	Staples Center 19,060	18–17
36	January 11	@ Utah	L 89–118 (OT)	Michael Beasley (20)	Udonis Haslem (12)	Dwyane Wade (6)	EnergySolutions Arena 19,284	18–18
37	January 13	@ Golden State	W 115–102 (OT)	Dwyane Wade (35)	Udonis Haslem (9)	Dwyane Wade (9)	Oracle Arena 17,121	19–18
38	January 15	@ Houston	W 115–106 (OT)	Dwyane Wade (37)	Jermaine O'Neal (13)	Dwyane Wade (8)	Toyota Center 16,720	20–18
39	January 16	@ Oklahoma City	L 80–98 (OT)	Michael Beasley (28)	Jermaine O'Neal (9)	Dwyane Wade (6)	Ford Center 18,203	20–19
40	January 19	Indiana	W 113–83 (OT)	Dwyane Wade (32)	Michael Beasley (10)	Dorell Wright (5)	American Airlines Arena 14,986	21–19
41	January 20	@ Charlotte	L 65–104 (OT)	Dwyane Wade (16)	Dorell Wright (7)	Rafer Alston (4)	Time Warner Cable Arena 14,212	21–20
42	January 22	@ Washington	W 112–88 (OT)	Dwyane Wade (32)	Michael Beasley (8)	Dwyane Wade (10)	Verizon Center 20,173	22–20
43	January 23	Sacramento	W 115–84 (OT)	Dwyane Wade (27)	Michael Beasley (13)	Dwyane Wade (8)	American Airlines Arena 18,521	23–20
44	January 25	Cleveland	L 91–92 (OT)	Dwyane Wade (32)	Dwyane Wade (10)	Dwyane Wade (5)	American Airlines Arena 19,600	23–21
45	January 27	@ Toronto	L 103–111 (OT)	Dwyane Wade (35)	Udonis Haslem (11)	Dwyane Wade (10)	Air Canada Centre 18,265	23–22
46	January 29	@ Detroit	W 92–65 (OT)	Dwyane Wade (22)	Jermaine O'Neal (11)	Rafer Alston (7)	The Palace of Auburn Hills 20,669	24–22
