Date	Opponent	Score	Loss	Attendance	Record
May 1	@ Rangers	5 - 3	Sele (3-2)	45,579	17-6
May 2	@ Rangers	8 - 6	Nagy (3-2)	29,921	17-7
May 3	@ Rangers	10 - 4	Morgan (4-2)	31,181	18-7
May 5	Mariners	6 - 5	Burba (2-1)	42,991	18-8
May 6	Mariners	8 - 4	Weaver (0-1)	41,962	19-8
May 7	Devil Rays	20 - 11	Mecir (0-1)	40,601	20-8
May 8	Devil Rays	7 - 6	Nagy (3-3)	40,590	20-9
May 9	Devil Rays	5 - 4	Álvarez (1-2)	42,835	21-9
May 10	Orioles	6 - 4	Guzman (1-4)	40,615	22-9
May 11	Orioles	11 - 6	Ponson (2-3)	40,587	23-9
May 12	Orioles	6 - 5	Timlin (1-2)	42,939	24-9
May 14	@ Tigers	4 - 2	Brocail (1-1)	21,844	25-9
May 15	@ Tigers	12 - 7	Mlicki (1-3)	39,769	26-9
May 16	@ Tigers	9 - 3	Wright (4-1)	29,731	26-10
May 17	@ White Sox	13 - 9	Navarro (2-4)	17,101	27-10
May 18	@ White Sox	13 - 0	Baldwin (2-4)	13,429	28-10
May 19	@ White Sox	13 - 7	Parque (5-3)	14,854	29-10
May 21	Tigers	9 - 6	Shuey (2-2)	43,290	29-11
May 22	Tigers	6 - 2	Wright (4-2)	40,991	29-12
May 23	Tigers	7 - 4	Jones (0-1)	40,874	30-12
May 24	White Sox	10 - 3	Gooden (2-1)	43,208	30-13
May 25	White Sox	3 - 1	Parque (5-4)	42,161	31-13
May 26	White Sox	6 - 2	Sirotka (2-6)	43,228	32-13
May 28	Red Sox	12 - 5	Wright (4-3)	43,287	32-14
May 29	Red Sox	4 - 2	Colón (6-2)	43,255	32-15
May 30	Red Sox	4 - 2	Gooden (2-2)	43,207	32-16
May 31	@ Yankees	7 - 1	Hernandez (5-5)	46,605	33-16
