Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 2	Philadelphia	85–96	Gordon (25)	Thomas (12)	Hinrich (8)	United Center 22,034	0–2
3	November 3	@ Milwaukee	72–78	Gordon (15)	Smith (10)	Hinrich (4)	Bradley Center 18,717	0–3
4	November 6	LA Clippers	91–97	Deng (22)	Deng (8)	Thomas (5)	United Center 21,742	0–4
5	November 8	Detroit	97–93	Thomas (19)	Thomas (14)	Hinrich (14)	United Center 21,797	1–4
6	November 10	Toronto	71–101	Nocioni (20)	Sefolosha (6)	Hinrich , Duhon , Sefolosha (4)	United Center 22,467	1–5
7	November 15	@ Phoenix	102–112	Gordon (24)	Wallace (10)	Hinrich (7)	US Airways Center 18,422	1–6
8	November 17	@ LA Clippers	92–73	Gordon (25)	Wallace (13)	Hinrich , Gordon , Duhon (4)	Staples Center 17,535	2–6
9	November 18	@ LA Lakers	78–106	Gordon (20)	Wallace (8)	Hinrich (8)	Staples Center 18,997	2–7
10	November 20	@ Denver	91–112	Noah (16)	Wallace (12)	Duhon (5)	Pepsi Center 17,106	2–8
11	November 24	@ New York	78–85	Nocioni (23)	Wallace (12)	Hinrich (4)	Madison Square Garden 19,763	2–9
12	November 25	@ Toronto	78–93	Deng (21)	Deng (9)	Hinrich (7)	Air Canada Centre 19,800	2–10
