Driver	Constructor	Laps	Time/Retired	Grid
Mika Häkkinen	McLaren - Mercedes	44	1:28:14.494	1
Michael Schumacher	Ferrari	44	+1.104	4
Ralf Schumacher	Williams - BMW	44	+38.096	6
David Coulthard	McLaren - Mercedes	44	+43.281	5
Jenson Button	Williams - BMW	44	+49.914	3
Heinz-Harald Frentzen	Jordan - Mugen-Honda	44	+55.984	8
Jacques Villeneuve	BAR - Honda	44	+1:12.380	7
Johnny Herbert	Jaguar - Cosworth	44	+1:27.808	9
Mika Salo	Sauber - Petronas	44	+1:28.670	18
Eddie Irvine	Jaguar - Cosworth	44	+1:31.555	12
Pedro Diniz	Sauber - Petronas	44	+1:34.123	15
Ricardo Zonta	BAR - Honda	43	+1 Lap	13
Alexander Wurz	Benetton - Playlife	43	+1 Lap	19
Marc Gené	Minardi - Fondmetal	43	+1 Lap	21
Jos Verstappen	Arrows - Supertec	43	+1 Lap	20
Pedro de la Rosa	Arrows - Supertec	42	+2 Laps	16
Gastón Mazzacane	Minardi - Fondmetal	42	+2 Laps	22
Rubens Barrichello	Ferrari	32	Fuel pressure	10
Jean Alesi	Prost - Peugeot	32	Fuel pressure	17
Nick Heidfeld	Prost - Peugeot	12	Engine	14
Giancarlo Fisichella	Benetton - Playlife	8	Electrical	11
Jarno Trulli	Jordan - Mugen-Honda	4	Collision	2
