Country	Film title used in nomination	Language	Original title	Director
Argentina	Camila	Spanish	Camila	María Luisa Bemberg
Austria	Just Behind the Door	German	Dicht hinter der Tür	Mansur Madavi
Brazil	Memoirs of Prison	Portuguese	Memórias do Cárcere	Nelson Pereira dos Santos
Canada	Sonatine	French	Sonatine	Micheline Lanctôt
China	Life	Chinese	人生 (Ren Sheng)	Wu Tianming
Colombia	A Man of Principle	Spanish	Cóndores no entierran todos los días	Francisco Norden
Czechoslovakia	The Millennial Bee	Slovak, Czech	Tisícročná včela	Juraj Jakubisko
Denmark	Tukuma	Danish	Tukuma	Palle Kjærulff-Schmidt
Finland	Pessi and Illusia	Finnish	Pessi ja Illusia	Heikki Partanen
France	So Long, Stooge	French	Tchao Pantin	Claude Berri
West Germany	Man Under Suspicion	German	Morgen in Alabama	Norbert Kückelmann
Hong Kong	Homecoming	Cantonese, Mandarin	似水流年	Yim Ho
Hungary	Yerma	Hungarian	Yerma	Imre Gyöngyössy and Barna Kabay
Iceland	When the Raven Flies	Icelandic	Hrafninn flýgur	Hrafn Gunnlaugsson
India	The Gist	Hindi	Saaransh	Mahesh Bhatt
Israel	Beyond the Walls	Hebrew	מאחורי הסורגים	Uri Barbash
Italy	Where's Picone?	Italian	Mi manda Picone	Nanni Loy
Japan	MacArthur's Children	Japanese	瀬戸内少年野球団	Masahiro Shinoda
South Korea	Mulleya Mulleya	Korean	여인잔혹사 물레야 물레야	Doo-yong Lee
Netherlands	Army Brats	Dutch	Schatjes!	Ruud van Hemert
Norway	The Headman	Norwegian	Høvdingen	Terje Kristiansen
Philippines	Of the Flesh	Tagalog	Karnal	Marilou Diaz-Abaya
Portugal	Dead Mans Seat	Portuguese	O Lugar do Morto	António-Pedro Vasconcelos
Romania	Glissando	Romanian	Glissando	Mircea Daneliuc
Spain	Double Feature	Spanish	Sesión continua	José Luis Garci
Sweden	Åke and His World	Swedish	Åke och hans värld	Allan Edwall
Switzerland	Dangerous Moves	French	La Diagonale du fou	Richard Dembo
Taiwan	Old Mo's Second Spring	Chinese	老莫的第二个春天	You-ning Lee
Thailand	The Story of Nampoo	Thai	น้ำพุ	Yuthana Mukdasanit
Soviet Union	Wartime Romance	Russian	Военно-полевой роман	Pyotr Todorovsky
Venezuela	La Casa de agua	Spanish	La Casa de agua	Jacobo Penzo
Yugoslavia	The End of the War	Serbian	Kraj Rata	Dragan Kresoja
