Res.	Record	Opponent	Method	Event	Round	Time	Location
Loss	8-3-1	Kim Jae Young Kim	KO (punches and knees)	Spirit MC 17	1	0:33	Seoul , South Korea
Win	8-2-1	Whi Seung Bae Whi	Decision (unanimous)	Sprit MC 16	3	5:00	Seoul , South Korea
Win	7-2-1	Kim Ho Jin Kim	Submission (armbar)	Deep (mixed martial arts) - Protect Impact 2007	1	3:38	Osaka , Japan
Win	6-2-1	Choi Jung Gyu Choi	TKO (punches)	Spirit MC 13	3	3:34	Seoul , South Korea
Win	5-2-1	Chun Gil Myung Chun	Submission (keylock)	Spirit MC 13	1	3:29	Seoul , South Korea
Win	4-2-1	Shin Dong Woo Shin	KO (punch)	Spirit MC 12	1	2:18	Seoul , South Korea
Draw	3-2-1	Orui Sojiro Orui	Draw	Deep - 31 Impact	2	5:00	Tokyo , Japan
Win	3-2	Babene Gregory Babene	TKO (punches)	Real Rhythm - 5th Stage	1	3:36	Osaka , Japan
Win	2-2	Ryo Seiki Ryo	Decision (unanimous)	Deep - clubDeep	2	5:00	Nagoya
Loss	1-2	Ring Nick Ring	Decision (unanimous)	Deep - 23 Impact	2	5:00	Tokyo , Japan
Win	1-1	Sato Ryuhei Sato	TKO (punches)	Deep - 21st Impact	1	3:51	Tokyo , Japan
Loss	0-1	Okubo Kazuki Okubo	Sumission (armbar)	Pride Bushido 8	1	4:29	Nagoya, Aichi , Japan
