Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 1	@ Minnesota	L 88–103 (OT)	Sasha Vujačić (22)	Kris Humphries (14)	Devin Harris (8)	Target Center 12,665	9–25
35	January 5	Chicago	W 96–94 (OT)	Kris Humphries (20)	Kris Humphries (11)	Devin Harris (11)	Prudential Center 15,025	10–25
36	January 7	@ Washington	L 77–97 (OT)	Jordan Farmar , Brook Lopez (14)	Stephen Graham (9)	Devin Harris (3)	Verizon Center 16,017	10–26
37	January 8	Milwaukee	L 92–115 (OT)	Kris Humphries (22)	Kris Humphries (8)	Jordan Farmar (10)	Prudential Center 12,898	10–27
38	January 12	@ Phoenix	L 109–118 (OT)	Sasha Vujačić (19)	Travis Outlaw (11)	Devin Harris (15)	US Airways Center 16,334	10–28
39	January 14	@ L.A. Lakers	L 88–100 (OT)	Brook Lopez (35)	Kris Humphries (15)	Devin Harris (8)	Staples Center 18,997	10–29
40	January 15	@ Portland	L 89–96 (OT)	Brook Lopez (32)	Kris Humphries (10)	Devin Harris (6)	Rose Garden 20,441	10–30
41	January 17	@ Golden State	L 100–109 (OT)	Brook Lopez (20)	Kris Humphries (10)	Devin Harris (8)	Oracle Arena 18,563	10–31
42	January 19	Utah	W 103–95 (OT)	Brook Lopez (20)	Travis Outlaw (8)	Devin Harris (8)	Prudential Center 13,251	11–31
43	January 21	Detroit	W 89–74 (OT)	Brook Lopez (15)	Kris Humphries (12)	Devin Harris (9)	Prudential Center 13,316	12–31
44	January 22	Dallas	L 86–87 (OT)	Brook Lopez (24)	Kris Humphries (15)	Devin Harris (11)	Prudential Center 14,051	12–32
45	January 24	Cleveland	W 103–101 (OT)	Brook Lopez (28)	Kris Humphries (11)	Devin Harris (10)	Prudential Center 10,197	13–32
46	January 26	Memphis	W 93–88 (OT)	Anthony Morrow (19)	Derrick Favors (9)	Devin Harris (9)	Prudential Center 8,866	14–32
47	January 28	@ Indiana	L 92–124 (OT)	Brook Lopez (28)	Travis Outlaw (6)	Devin Harris (9)	Conseco Fieldhouse 11,337	14–33
48	January 29	@ Milwaukee	L 81–91 (OT)	Brook Lopez (26)	Kris Humphries (10)	Devin Harris (16)	Bradley Center 17,173	14–34
