Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 3	Houston Rockets	W 118-106	X. McDaniel (24)	S. Kemp (10)	X. McDaniel , S. Threatt (7)	Seattle Center Coliseum 13,922	1–0
2	November 6	Detroit Pistons	W 100-92	X. McDaniel (24)	S. Kemp (13)	G. Payton (6)	Seattle Center Coliseum 13,078	2–0
3	November 9	@ Denver Nuggets	W 135-129	X. McDaniel (27)	D. McKey (14)	G. Payton (10)	McNichols Sports Arena 10,571	3–0
4	November 10	Golden State Warriors	L 100-117	X. McDaniel (26)	X. McDaniel , D. McKey (9)	G. Payton (9)	Tacoma Dome 13,130	3–1
5	November 13	New York Knicks	L 100-116 (OT)	S. Threatt (24)	X. McDaniel (10)	G. Payton (7)	Seattle Center Coliseum 12,352	3–2
6	November 17	Chicago Bulls	L 95-116	X. McDaniel (17)	M. Cage (7)	G. Payton (5)	Seattle Center Coliseum 14,692	3–3
7	November 18	@ Los Angeles Clippers	L 65-78	S. Kemp (11)	M. Cage (10)	G. Payton (5)	Los Angeles Memorial Sports Arena 10,980	3–4
8	November 20	New Jersey Nets	W 105-88	X. McDaniel (35)	S. Kemp (8)	G. Payton (9)	Seattle Center Coliseum 10,466	4–4
9	November 23	@ Utah Jazz	L 96-97	X. McDaniel (33)	D. McKey (11)	S. Threatt (12)	Salt Palace 12,616	4–5
10	November 27	San Antonio Spurs	L 111-124	Q. Dailey (29)	M. Cage (8)	G. Payton (8)	Seattle Center Coliseum 13,293	4–6
11	November 29	@ Phoenix	L 110-128	D. McKey (26)	S. Kemp (11)	G. Payton (6)	Arizona Veterans Memorial Coliseum 14,487	4–7
