Place	Player	Country	Score	To par
1	Dennis Paulson	United States	68	–4
2	Tom Lehman	United States	69	–3
T3	Sergio García	Spain	70	–2
T3	Steve Stricker	United States	70	–2
T5	Thomas Bjørn	Denmark	71	–1
T5	Steve Jones	United States	71	–1
T5	Bernhard Langer	Germany	71	–1
T5	Rocco Mediate	United States	71	–1
T5	Phil Mickelson	United States	71	–1
T10	Tommy Aaron	United States	72	E
T10	Paul Azinger	United States	72	E
T10	Mark Brooks	United States	72	E
T10	Darren Clarke	Northern Ireland	72	E
T10	Ernie Els	South Africa	72	E
T10	Bob Estes	United States	72	E
T10	Nick Faldo	England	72	E
T10	Justin Leonard	United States	72	E
T10	José María Olazábal	Spain	72	E
T10	Masashi Ozaki	Japan	72	E
T10	Vijay Singh	Fiji	72	E
T10	Hal Sutton	United States	72	E
