Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 2	@ Memphis	W 91–80 (OT)	Tim Duncan (20)	Tim Duncan (10)	Manu Ginóbili (6)	FedExForum 12,597	21–11
33	January 3	Philadelphia	W 108–106 (OT)	Tim Duncan (26)	Tim Duncan (12)	Tony Parker (10)	AT&T Center 18,797	22–11
34	January 5	@ Miami	W 91–84 (OT)	Tim Duncan (19)	Tim Duncan (9)	Tony Parker (7)	American Airlines Arena 19,600	23–11
35	January 8	L.A. Clippers	W 106–84 (OT)	Tony Parker (19)	Kurt Thomas (9)	Tim Duncan (9)	AT&T Center 17,873	24–11
36	January 11	Orlando	L 98–105 (OT)	Tony Parker (31)	Tim Duncan (10)	Tony Parker (6)	AT&T Center 18,216	24–12
37	January 14	L.A. Lakers	W 112–111 (OT)	Manu Ginóbili (27)	Tim Duncan (10)	Tim Duncan (8)	AT&T Center 18,797	25–12
38	January 16	@ Philadelphia	L 87–109 (OT)	Tim Duncan (20)	Tim Duncan (12)	Tony Parker (6)	Wachovia Center 18,739	25–13
39	January 17	@ Chicago	W 92–87 (OT)	Manu Ginóbili (21)	Tim Duncan (14)	Tony Parker (8)	United Center 22,100	26–13
40	January 19	@ Charlotte	W 86–84 (OT)	Tim Duncan (17)	Tim Duncan (11)	Tony Parker (10)	Time Warner Cable Arena 16,160	27–13
41	January 20	Indiana	W 99–81 (OT)	Tim Duncan (27)	Tim Duncan (10)	Tony Parker (7)	AT&T Center 18,181	28–13
42	January 23	New Jersey	W 94–91 (OT)	Tim Duncan (30)	Tim Duncan (15)	Tim Duncan (5)	AT&T Center 18,797	29–13
43	January 25	@ L.A. Lakers	L 85–99 (OT)	Tony Parker (19)	Tim Duncan , Manu Ginóbili (8)	Tony Parker (6)	Staples Center 18,997	29–14
44	January 27	@ Utah	W 106–100 (OT)	Tony Parker , Tim Duncan (24)	Manu Ginóbili , Tim Duncan (9)	Tim Duncan (8)	EnergySolutions Arena 19,911	30–14
45	January 29	@ Phoenix	W 114–104 (OT)	Manu Ginóbili (30)	Tim Duncan (15)	Tony Parker (5)	US Airways Center 18,422	31–14
