Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 1	@ New York	L 75–95 (OT)	Alvin Williams (15)	Jelani McCoy (15)	Alvin Williams (5)	Madison Square Garden 18,540	8–24
33	January 3	Cleveland	L 80–81 (OT)	Alvin Williams (25)	Jerome Williams (18)	Lindsey Hunter (7)	Air Canada Centre 17,667	8–25
34	January 5	New Orleans	L 84–99 (OT)	Morris Peterson (17)	Jelani McCoy (8)	Alvin Williams (7)	Air Canada Centre 18,568	8–26
35	January 6	@ Detroit	L 74–82 (OT)	Antonio Davis (21)	Jerome Williams (15)	Morris Peterson (5)	The Palace of Auburn Hills 16,239	8–27
36	January 10	New Jersey	L 79–94 (OT)	Rafer Alston (17)	Jerome Williams (10)	Morris Peterson , Alvin Williams (4)	Air Canada Centre 19,314	8–28
37	January 12	Minnesota	W 105–91 (OT)	Morris Peterson (20)	Jerome Williams (14)	Rafer Alston , Alvin Williams (8)	Air Canada Centre 19,800	9–28
38	January 14	@ Washington	W 84–75 (OT)	Morris Peterson (21)	Jerome Williams (20)	Rafer Alston (11)	MCI Center 20,173	10–28
39	January 15	Milwaukee	L 87–99 (OT)	Morris Peterson (22)	Jerome Williams (17)	Rafer Alston , Antonio Davis (5)	Air Canada Centre 18,357	10–29
40	January 17	@ New Jersey	L 77–88 (OT)	Morris Peterson (20)	Jerome Williams (15)	Rafer Alston (8)	Continental Airlines Arena 17,107	10–30
41	January 19	Orlando	L 93–101 (OT)	Morris Peterson (25)	Jerome Williams (10)	Alvin Williams (9)	Air Canada Centre 19,800	10–31
42	January 20	@ Minnesota	L 81–89 (OT)	Voshon Lenard (22)	Jerome Williams (13)	Rafer Alston , Alvin Williams (5)	Target Center 14,773	10–32
43	January 22	@ Indiana	L 98–101 (OT)	Voshon Lenard (19)	Jerome Williams (14)	Alvin Williams (9)	Conseco Fieldhouse 15,488	10–33
44	January 26	Sacramento	W 101–97 (OT)	Vince Carter (22)	Jerome Williams (14)	Rafer Alston (7)	Air Canada Centre 19,800	11–33
45	January 29	@ New Orleans	L 83–104 (OT)	Voshon Lenard (16)	Antonio Davis (7)	Morris Peterson (6)	New Orleans Arena 13,014	11–34
