Country	Film title used in nomination	Language	Original title	Director
Algeria	Chronicle of the Years of Fire	Arabic	Chronique des années de braise	Mohammed Lakhdar-Hamina
Argentina	Nazareno Cruz and the Wolf	Spanish	Nazareno Cruz y el lobo	Leonardo Favio
Brazil	Ogum's Amulet	Portuguese	O Amuleto de Ogum	Nelson Pereira dos Santos
Canada	Orders	French	Les Ordres	Michel Brault
Czechoslovakia	Circus in the Circus	Czech	Cirkus v cirkuse	Oldřich Lipský
Denmark	Per	Danish	Per	Hans Kristensen
Egypt	I Want a Solution	Arabic	أريد حلاً	Said Marzouk
France	India Song	French	India Song	Marguerite Duras
West Germany	Every Man For Himself and God Against All	German	Jeder für sich und Gott gegen alle	Werner Herzog
Greece	The Travelling Players	Greek	Ο Θίασος	Theodoros Angelopoulos
Hungary	Adoption	Hungarian	Örökbefogadás	Márta Mészáros
Israel	My Michael	Hebrew	מיכאל שלי	Dan Wolman
Italy	Scent of a Woman	Italian	Profumo di donna	Dino Risi
Japan	Sandakan No. 8	Japanese	サンダカン八番娼館 望郷	Kei Kumai
Mexico	Letters from Marusia	Spanish	Actas de Marusia	Miguel Littín
Netherlands	Dr. Pulder Sows Poppies	Dutch	Dokter Pulder zaait papavers	Bert Haanstra
Poland	Land of Promise	Polish	Ziemia obiecana	Andrzej Wajda
Spain	Poachers	Spanish	Furtivos	José Luis Borau
Switzerland	Confrontation	German	Konfrontation	Rolf Lyssy
Soviet Union	Dersu Uzala	Russian	Дерсу Узала	Akira Kurosawa
Yugoslavia	The Day That Shook the World	Serbo-Croatian	Sarajevski atentat	Veljko Bulajić
