Character Name	Voice Actor (Japanese)	Voice Actor (English 1997 / Saban)	Voice Actor (English 1998 / Pioneer)	Voice Actor (English 2006 / FUNimation)
Goku	Masako Nozawa	Ian James Corlett	Peter Kelamis	Sean Schemmel
Gohan	Masako Nozawa	Saffron Henderson	Saffron Henderson	Stephanie Nadolny
Krillin	Mayumi Tanaka	Terry Klassen	Terry Klassen	Sonny Strait
Yamcha	Toru Furuya	Ted Cole	Ted Cole	Christopher Sabat
Tien	Hirotaka Suzuoki	Matt Smith	Matt Smith	John Burgmeier
Chiaotzu	Hiroko Emori	Cathy Weseluck	Cathy Weseluck	Monika Antonelli
Piccolo	Toshio Furukawa	Scott McNeil	Scott McNeil	Christopher Sabat
Bulma	Hiromi Tsuru	Lalainia Lindbjerg	Lalainia Lindbjerg	Tiffany Vollmer
Chi-Chi	Mayumi Shō	Laara Sadiq	Laara Sadiq	Cynthia Cranz
Oolong	Naoki Tatsuta	Alec Willows	Scott McNeil	Bradford Jackson
Puar	Naoko Watanabe	Cathy Weseluck	Cathy Weseluck	Monika Antonelli
Master Roshi	Kōhei Miyauchi	Dave Ward	Don Brown	Mike McFarland
King Kai	Joji Yanami	Don Brown	Don Brown	Sean Schemmel
Shenron	Kenji Utsumi	Don Brown	Don Brown	Christopher Sabat
Icarus/Higher Dragon	Naoki Tatsuta	Doug Parker	Doug Parker	Christopher Sabat
Rasin	Kenji Utsumi	Don Brown	Scott McNeil	Andy McAvin
Lagasin	Masaharu Satou	Alec Willows	Don Brown	Andy McAvin
Daiz	Yūji Machi	Scott McNeil	Scott McNeil	Mark Lancaster
Kakao	Shinobu Satouchi	Alvin Sanders	Alvin Sanders	Jeff Johnson
Armond	Banjo Ginga	Paul Dobson	Paul Dobson	Paul Slavens
Turles	Masako Nozawa	Ward Perry	Ward Perry	Chris Patton
