Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 1	@ Boston	L 95–99 (OT)	Wesley Matthews (23)	Marcus Camby (9)	Andre Miller (6)	TD Garden 18,624	8–10
19	December 3	@ Washington	L 79–83 (OT)	Brandon Roy (18)	LaMarcus Aldridge (15)	Patrick Mills (6)	Verizon Center 13,408	8–11
20	December 5	L.A. Clippers	W 100–91 (OT)	Wesley Matthews (26)	Marcus Camby (19)	Andre Miller (6)	Rose Garden 20,139	9–11
21	December 7	Phoenix	W 106–99 (OT)	Wesley Matthews (24)	LaMarcus Aldridge (6)	Patrick Mills (7)	Rose Garden 20,151	10–11
22	December 9	Orlando	W 97–83 (OT)	Andre Miller (22)	Marcus Camby (13)	Andre Miller (8)	Rose Garden 20,219	11–11
23	December 10	@ Phoenix	W 101–94 (OT)	Brandon Roy (26)	Marcus Camby (18)	Andre Miller (9)	US Airways Center 17,284	12–11
24	December 12	@ San Antonio	L 78–95 (OT)	Wesley Matthews (17)	Marcus Camby (13)	Andre Miller (7)	AT&T Center 16,743	12–12
25	December 13	@ Memphis	L 73–86 (OT)	Wesley Matthews (18)	Marcus Camby (14)	Andre Miller (9)	FedExForum 10,467	12–13
26	December 15	@ Dallas	L 98–103 (OT)	LaMarcus Aldridge (35)	LaMarcus Aldridge (10)	Andre Miller (8)	American Airlines Center 19,531	12–14
27	December 17	Minnesota	W 107–102 (OT)	LaMarcus Aldridge (36)	LaMarcus Aldridge (10)	Rudy Fernández (6)	Rose Garden 20,310	13–14
28	December 18	Golden State	W 96–95 (OT)	LaMarcus Aldridge , Andre Miller (17)	LaMarcus Aldridge (12)	Andre Miller (8)	Rose Garden 20,398	14–14
29	December 20	Milwaukee	W 106–80 (OT)	LaMarcus Aldridge (29)	LaMarcus Aldridge (19)	Andre Miller (9)	Rose Garden 20,406	15–14
30	December 25	@ Golden State	L 102–109 (OT)	Wesley Matthews (25)	Marcus Camby (13)	Andre Miller (15)	Oracle Arena 19,596	15–15
31	December 27	@ Utah	W 96–91 (OT)	LaMarcus Aldridge (26)	Marcus Camby (12)	Andre Miller (6)	EnergySolutions Arena 19,911	16–15
32	December 28	@ Denver	L 77–85 (OT)	LaMarcus Aldridge (18)	LaMarcus Aldridge (13)	Andre Miller (5)	Pepsi Center 17,388	16–16
