Date	Opponent	Score	Loss	Attendance	Record
April 4	@ Mariners	3 - 2 (10)	Lamp (0-1)	43,200	0-1
April 5	@ Mariners	13 - 5	Beattie (0-1)	5,399	1-1
April 6	@ Angels	11 - 5	Brown (0-1)	24,431	2-1
April 7	@ Angels	3 - 1	Forsch (1-1)	41,859	3-1
April 8	@ Angels	4 - 3	Jackson (0-1)	24,095	3-2
April 9	@ Athletics	4 - 3	Lamp (0-2)	9,868	3-3
April 10	@ Athletics	3 - 0	Sorensen (1-1)	7,226	4-3
April 13	@ Rangers	3 - 2	Tobik (1-2)	10,515	5-3
April 14	@ Rangers	6 - 2	Clancy (0-1)	9,852	5-4
April 15	@ Rangers	2 - 1	Stewart (0-3)	12,583	6-4
April 17	Orioles	3 - 2	Martinez (0-1)	35,602	7-4
April 18	Orioles	7 - 1	Palmer (0-2)	13,489	8-4
April 19	Orioles	2 - 1	McGregor (1-3)	14,323	9-4
April 20	Angels	10 - 6 (13)	Acker (0-1)	37,241	9-5
April 21	Angels	8 - 4	Gott (0-1)	44,164	9-6
April 22	Angels	9 - 6	Key (2-1)	16,462	9-7
April 23	Mariners	8 - 5	Langston (1-1)	13,330	10-7
April 24	Mariners	4 - 2	Clancy (1-2)	12,398	10-8
April 25	Athletics	11 - 0	Conroy (0-2)	15,434	11-8
April 26	Athletics	7 - 4	Gott (0-2)	16,488	11-9
April 27	@ Royals	1 - 0	Gubicza (0-2)	16,435	12-9
April 28	@ Royals	6 - 0	Saberhagen (1-1)	18,194	13-9
April 29	@ Royals	Postponed (rain) Rescheduled for July 23	Postponed (rain) Rescheduled for July 23	Postponed (rain) Rescheduled for July 23	Postponed (rain) Rescheduled for July 23
April 30	Rangers	Postponed (wind) Rescheduled for May 1	Postponed (wind) Rescheduled for May 1	Postponed (wind) Rescheduled for May 1	Postponed (wind) Rescheduled for May 1
