Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 2	Phoenix	W 115–103 (OT)	Kevin Garnett (28)	Paul Pierce (13)	Rajon Rondo (15)	TD Garden 18,624	44–15
60	March 4	Golden State	W 107–103 (OT)	Ray Allen , Paul Pierce (27)	Paul Pierce (7)	Rajon Rondo (16)	TD Garden 18,624	45–15
61	March 6	@ Milwaukee	W 89–83 (OT)	Paul Pierce (23)	Kevin Garnett (11)	Rajon Rondo (8)	Bradley Center 16,110	46–15
62	March 9	L.A. Clippers	L 103–108 (OT)	Ray Allen (23)	Nenad Krstić (9)	Rajon Rondo (9)	TD Garden 18,624	46–16
63	March 11	@ Philadelphia	L 86–89 (OT)	Jeff Green (18)	Nenad Krstić (15)	Kevin Garnett , Paul Pierce , Rajon Rondo (5)	Wells Fargo Center 20,614	46–17
64	March 13	Milwaukee	W 87–56 (OT)	Ray Allen (17)	Nenad Krstić (14)	Carlos Arroyo (6)	TD Garden 18,624	47–17
65	March 14	@ New Jersey	L 79–88 (OT)	Ray Allen (19)	Glen Davis (14)	Rajon Rondo (9)	Prudential Center 18,711	47–18
66	March 16	Indiana	W 92–80 (OT)	Paul Pierce (20)	Glen Davis (9)	Rajon Rondo (8)	TD Garden 18,624	48–18
67	March 18	@ Houston	L 77–93 (OT)	Jeff Green (17)	Glen Davis (7)	Rajon Rondo (6)	Toyota Center 18,412	48–19
68	March 19	@ New Orleans	W 89–85 (OT)	Ray Allen , Glen Davis (20)	Kevin Garnett (9)	Paul Pierce (6)	New Orleans Arena 18,018	49–19
69	March 21	@ New York	W 96–86 (OT)	Kevin Garnett (24)	Kevin Garnett (11)	Rajon Rondo (12)	Madison Square Garden 19,763	50–19
70	March 23	Memphis	L 87–90 (OT)	Paul Pierce (22)	Rajon Rondo (11)	Rajon Rondo (11)	TD Garden 18,624	50–20
71	March 25	Charlotte	L 81–83 (OT)	Paul Pierce (18)	Kevin Garnett (9)	Rajon Rondo (5)	TD Garden 18,624	50–21
72	March 27	@ Minnesota	W 85–82 (OT)	Paul Pierce (23)	Kevin Garnett (13)	Kevin Garnett , Delonte West (5)	Target Center 19,178	51–21
73	March 28	@ Indiana	L 100–107 (OT)	Paul Pierce (23)	Kevin Garnett , Paul Pierce (6)	Rajon Rondo (9)	Conseco Fieldhouse 15,932	51–22
