Copper Age	Chalcolithic (4500 BC - 3300 BC)	Early Chalcolithic	4500 BC - 4000 BC	Ubaid period in Mesopotamia
Bronze Age (3300 BC - 1200 BC)	Early Bronze Age (3300 BC - 2000 BC)	Early Bronze Age I	3300 BC - 3000 BC	Protodynastic to Early Dynastic Period of Egypt
Bronze Age (3300 BC - 1200 BC)	Early Bronze Age (3300 BC - 2000 BC)	Early Bronze Age II	3000 BC - 2700 BC	Early Dynastic Period of Sumer
Bronze Age (3300 BC - 1200 BC)	Early Bronze Age (3300 BC - 2000 BC)	Early Bronze Age IV	2200BC - 2100 BC	First Intermediate Period of Egypt
Bronze Age (3300 BC - 1200 BC)	Middle Bronze Age (2000 BC - 1550 BC)	Middle Bronze Age I	2100 BC - 2000 BC	Third Dynasty of Ur
Bronze Age (3300 BC - 1200 BC)	Middle Bronze Age (2000 BC - 1550 BC)	Middle Bronze Age II B	1750 BC - 1650 BC	Second Intermediate Period of Egypt
Bronze Age (3300 BC - 1200 BC)	Middle Bronze Age (2000 BC - 1550 BC)	Middle Bronze Age II C	1650 BC - 1550 BC	Hittite Old Kingdom , Minoan eruption
Bronze Age (3300 BC - 1200 BC)	Late Bronze Age (1550 BC - 1200 BC)	Late Bronze Age I	1550 BC - 1400 BC	Hittite Middle Kingdom , New Kingdom of Egypt
Bronze Age (3300 BC - 1200 BC)	Late Bronze Age (1550 BC - 1200 BC)	Late Bronze Age II B	1300 BC - 1200 BC	Middle Assyrian Empire
Iron Age (1200 BC - 539 BC)	Iron Age I (1200 BC - 1000 BC)	Iron Age I B	1150 BC - 1000 BC	Neo-Hittite states , Aramean states
