Driver	Constructor	Laps	Time/Retired	Grid
Michael Schumacher	Ferrari	54	1:17:40.646	1
Jean Alesi	Benetton - Renault	54	+2.565	8
Giancarlo Fisichella	Jordan - Peugeot	54	+3.219	6
Heinz-Harald Frentzen	Williams - Renault	54	+3.768	4
Johnny Herbert	Sauber - Petronas	54	+4.716	13
Shinji Nakano	Prost - Mugen-Honda	54	+36.701	19
David Coulthard	McLaren - Mercedes	54	+37.753	5
Pedro Diniz	Arrows - Yamaha	53	+1 lap	16
Damon Hill	Arrows - Yamaha	53	+1 lap	15
Gianni Morbidelli	Sauber - Petronas	53	+1 lap	18
Olivier Panis	Prost - Mugen-Honda	51	Accident	10
Mika Salo	Tyrrell - Ford	46	Engine	17
Jos Verstappen	Tyrrell - Ford	42	Gearbox	14
Alexander Wurz	Benetton - Renault	35	Transmission	11
Rubens Barrichello	Stewart - Ford	33	Gearbox	3
Jarno Trulli	Minardi - Hart	32	Engine	20
Ralf Schumacher	Jordan - Peugeot	14	Accident	7
Ukyo Katayama	Minardi - Hart	5	Throttle	22
Jacques Villeneuve	Williams - Renault	1	Accident	2
Mika Häkkinen	McLaren - Mercedes	0	Collision	9
Eddie Irvine	Ferrari	0	Collision	12
Jan Magnussen	Stewart - Ford	0	Accident	21
